loyalty_id,loyalty_number,loyalty_status,loyalty_count
lo9865,167449,Gold,1
lo9866,279777,Elite,1
lo9867,259444,Silver,1
lo9868,691571,Elite,1
lo9869,967836,Silver,1
lo9870,696481,Elite,1
lo9871,960792,Gold,1
lo9872,425659,Silver,1
lo9873,985717,Silver,1
lo9874,158832,Gold,1
lo9875,398074,Silver,1
lo9876,514427,Gold,1
lo9877,299124,Gold,1
lo9878,592433,Gold,1
lo9879,443149,Gold,1
lo9880,485486,Elite,1
lo9881,869471,Silver,1
lo9882,120164,Gold,1
lo9883,953629,Gold,1
lo9884,633631,Gold,1
lo9885,299659,Gold,1
lo9886,380168,Gold,1
lo9887,650553,Silver,1
lo9888,921581,Gold,1
lo9889,526944,Elite,1
lo9890,686742,Silver,1
lo9891,205606,Gold,1
lo9892,497281,Gold,1
lo9893,154981,Silver,1
lo9894,339819,Gold,1
lo9895,522305,Gold,1
lo9896,505688,Gold,1
lo9897,438869,Gold,1
lo9898,256486,Silver,1
lo9899,663053,Gold,1
lo9900,835961,Gold,1
lo9901,991775,Gold,1
lo9902,213387,Silver,1
lo9903,423912,Elite,1
lo9904,498944,Elite,1
lo9905,280879,Gold,1
lo9906,364876,Elite,1
lo9907,975597,VIP,1
lo9908,860619,Elite,1
lo9909,646109,Platinum,1
lo9910,195491,Gold,1
lo9911,190052,Gold,1
lo9912,644936,Gold,1
lo9913,284478,Elite,1
lo9914,211236,Elite,1
lo9915,285796,Elite,1
lo9916,464631,Platinum,1
lo9917,912064,VIP,1
lo9918,491381,Gold,1
lo9919,844193,Gold,1
lo9920,726100,Elite,1
lo9921,641808,Gold,1
lo9922,481381,Gold,1
lo9923,579865,Silver,1
lo9924,621876,Silver,1
lo9925,387819,Elite,1
lo9926,134429,Silver,1
lo9927,900308,Silver,1
lo9928,392363,Silver,1
lo9929,528122,Gold,1
lo9930,116590,Gold,1
lo9931,821563,Silver,1
lo9932,568636,Gold,1
lo9933,860287,Gold,1
lo9934,989010,VIP,1
lo9935,888555,Elite,1
lo9936,802934,Elite,1
lo9937,690152,Platinum,1
lo9938,652875,Elite,1
lo9939,549258,Silver,1
lo9940,551123,Gold,1
lo9941,485845,Elite,1
lo9942,156879,Gold,1
lo9943,749179,Silver,1
lo9944,747823,Gold,1
lo9945,976695,Elite,1
lo9946,201891,Gold,1
lo9947,155414,Gold,1
lo9948,466834,Gold,1
lo9949,346006,Elite,1
lo9950,151686,Silver,1
lo9951,315113,Silver,1
lo9952,244611,Gold,1
lo9953,143266,Gold,1
lo9954,260108,Gold,1
lo9955,508056,Silver,1
lo9956,466477,Silver,1
lo9957,332442,Silver,1
lo9958,477571,Elite,1
lo9959,379281,Silver,1
lo9960,183456,Gold,1
lo9961,500712,Gold,1
lo9962,880872,Silver,1
lo9963,171066,Silver,1
lo9964,534734,Silver,1
lo9965,832736,Elite,1
lo9966,746463,Silver,1
lo9967,440046,Silver,1
lo9968,281130,Silver,1
lo9969,553542,Silver,1
lo9970,740707,Silver,1
lo9971,543025,Silver,1
lo9972,735935,Silver,1
lo9973,215821,Silver,1
lo9974,210067,Silver,1
lo9975,658411,Gold,1
lo9976,173446,Gold,1
lo9977,851229,Elite,1
lo9978,652818,Gold,1
lo9979,272981,Elite,1
lo9980,696327,Elite,1
lo9981,128572,Gold,1
lo9982,524547,Elite,1
lo9983,125969,Platinum,1
lo9984,140823,Gold,1
lo9985,597209,Gold,1
lo9986,812961,Platinum,1
lo9987,160341,Silver,1
lo9988,550630,Silver,1
lo9989,161650,Silver,1
lo9990,357298,Elite,1
lo9991,810837,Elite,1
lo9992,842547,Elite,1
lo9993,592093,Elite,1
lo9994,797152,Platinum,1
lo9995,521217,Elite,1
lo9996,108377,Silver,1
lo9997,320298,Gold,1
lo9998,102203,Silver,1
lo9999,681313,Silver,1
lo10000,279675,Elite,1
lo10001,119541,Gold,1
lo10002,242149,Silver,1
lo10003,973168,Gold,1
lo10004,171027,Silver,1
lo10005,714581,Elite,1
lo10006,270838,Platinum,1
lo10007,981327,Elite,1
lo10008,327592,Silver,1
lo10009,906298,Silver,1
lo10010,306331,Silver,1
lo10011,246924,Elite,1
lo10012,955567,Elite,1
lo10013,278804,Silver,1
lo10014,149357,Elite,1
lo10015,748815,Elite,1
lo10016,927278,Elite,1
lo10017,493691,VIP,1
lo10018,225250,Silver,1
lo10019,319421,Elite,1
lo10020,410310,Silver,1
lo10021,639344,Gold,1
lo10022,639262,Silver,1
lo10023,753977,Silver,1
lo10024,290939,Gold,1
lo10025,501898,Elite,1
lo10026,878337,Silver,1
lo10027,154197,Silver,1
lo10028,423898,Silver,1
lo10029,795119,Elite,1
lo10030,811748,Silver,1
lo10031,977962,Elite,1
lo10032,190084,Elite,1
lo10033,450360,Gold,1
lo10034,767966,Elite,1
lo10035,191134,Elite,1
lo10036,673620,Elite,1
lo10037,791809,Silver,1
lo10038,881428,Elite,1
lo10039,749442,Elite,1
lo10040,835469,Silver,1
lo10041,109063,Gold,1
lo10042,486197,Silver,1
lo10043,617814,Elite,1
lo10044,206605,Silver,1
lo10045,112804,Elite,1
lo10046,599747,Silver,1
lo10047,136084,VIP,1
lo10048,179956,Silver,1
lo10049,882247,Elite,1
lo10050,861877,Elite,1
lo10051,519917,Silver,1
lo10052,560591,Elite,1
lo10053,810756,Silver,1
lo10054,879027,Elite,1
lo10055,744204,Gold,1
lo10056,582236,Silver,1
lo10057,812599,Gold,1
lo10058,601574,Silver,1
lo10059,459903,Gold,1
lo10060,727266,Silver,1
lo10061,670872,Silver,1
lo10062,893294,Elite,1
lo10063,626097,Elite,1
lo10064,202413,Elite,1
lo10065,644037,Gold,1
lo10066,361413,Silver,1
lo10067,676416,Elite,1
lo10068,869116,Silver,1
lo10069,802138,Silver,1
lo10070,356611,Silver,1
lo10071,714576,Elite,1
lo10072,981200,Silver,1
lo10073,135058,Silver,1
lo10074,497861,Silver,1
lo10075,335015,Silver,1
lo10076,813722,Elite,1
lo10077,884612,Elite,1
lo10078,796687,Elite,1
lo10079,186950,Elite,1
lo10080,488130,Silver,1
lo10081,723498,Silver,1
lo10082,600435,Silver,1
lo10083,716957,Silver,1
lo10084,277033,VIP,1
lo10085,260039,Elite,1
lo10086,363513,Elite,1
lo10087,615908,Silver,1
lo10088,499027,Gold,1
lo10089,467143,Silver,1
lo10090,766530,Gold,1
lo10091,646019,Silver,1
lo10092,955190,Silver,1
lo10093,540586,Silver,1
lo10094,809692,Silver,1
lo10095,928188,Platinum,1
lo10096,217857,Platinum,1
lo10097,460130,Silver,1
lo10098,684826,Elite,1
lo10099,912558,Gold,1
lo10100,840268,Silver,1
lo10101,194847,Elite,1
lo10102,803582,Platinum,1
lo10103,868762,Silver,1
lo10104,107064,Silver,1
lo10105,105628,Elite,1
lo10106,631557,Gold,1
lo10107,923108,Elite,1
lo10108,503563,Silver,1
lo10109,492177,Silver,1
lo10110,165748,Gold,1
lo10111,908549,Elite,1
lo10112,277146,Elite,1
lo10113,495124,Elite,1
lo10114,480934,Elite,1
lo10115,627505,Silver,1
lo10116,944211,Silver,1
lo10117,216333,Silver,1
lo10118,997949,Gold,1
lo10119,424317,Silver,1
lo10120,769166,Gold,1
lo10121,551713,Elite,1
lo10122,930509,Silver,1
lo10123,856830,VIP,1
lo10124,561604,Elite,1
lo10125,871303,Silver,1
lo10126,428192,Silver,1
lo10127,932323,Elite,1
lo10128,883043,Silver,1
lo10129,793371,Silver,1
lo10130,423313,Silver,1
lo10131,751064,Silver,1
lo10132,501552,Elite,1
lo10133,759310,Silver,1
lo10134,166857,Platinum,1
lo10135,840173,Elite,1
lo10136,189698,Silver,1
lo10137,411343,Elite,1
lo10138,151183,Silver,1
lo10139,472476,Silver,1
lo10140,819904,Gold,1
lo10141,697927,Elite,1
lo10142,748789,Elite,1
lo10143,748053,Elite,1
lo10144,993785,Silver,1
lo10145,786333,Gold,1
lo10146,942916,Platinum,1
lo10147,908801,Silver,1
lo10148,571185,Elite,1
lo10149,199156,Silver,1
lo10150,774234,Elite,1
lo10151,325617,Elite,1
lo10152,566033,Elite,1
lo10153,182426,Elite,1
lo10154,483989,Silver,1
lo10155,141962,Silver,1
lo10156,576658,Gold,1
lo10157,452417,Elite,1
lo10158,603688,Elite,1
lo10159,845488,Elite,1
lo10160,404846,Elite,1
lo10161,548420,Silver,1
lo10162,439296,Elite,1
lo10163,331857,Gold,1
lo10164,728009,Elite,1
lo10165,381959,Silver,1
lo10166,955103,Silver,1
lo10167,926391,Elite,1
lo10168,702863,Silver,1
lo10169,716012,Elite,1
lo10170,436005,Gold,1
lo10171,478520,Elite,1
lo10172,607178,Silver,1
lo10173,726552,Elite,1
lo10174,557455,Silver,1
lo10175,745499,Gold,1
lo10176,377567,Silver,1
lo10177,437468,Elite,1
lo10178,985604,Silver,1
lo10179,142798,Silver,1
lo10180,701732,Elite,1
lo10181,683292,Gold,1
lo10182,313987,Gold,1
lo10183,968608,Silver,1
lo10184,758660,Elite,1
lo10185,257517,Elite,1
lo10186,590044,Silver,1
lo10187,685517,Gold,1
lo10188,434658,Silver,1
lo10189,708163,Elite,1
lo10190,394932,Elite,1
lo10191,109203,Silver,1
lo10192,106804,Elite,1
lo10193,283487,Elite,1
lo10194,957490,Silver,1
lo10195,364247,Elite,1
lo10196,458065,Elite,1
lo10197,673258,Elite,1
lo10198,103340,Silver,1
lo10199,247931,Silver,1
lo10200,641196,Silver,1
lo10201,464213,Silver,1
lo10202,909815,Elite,1
lo10203,988261,Elite,1
lo10204,869289,Elite,1
lo10205,643938,Elite,1
lo10206,357424,Silver,1
lo10207,857859,Elite,1
lo10208,627970,Silver,1
lo10209,901887,Silver,1
lo10210,851212,Silver,1
lo10211,395073,Silver,1
lo10212,196931,Silver,1
lo10213,512751,Elite,1
lo10214,281163,Silver,1
lo10215,380936,Elite,1
lo10216,968916,Silver,1
lo10217,265297,Elite,1
lo10218,144249,Elite,1
lo10219,181852,Elite,1
lo10220,514900,Elite,1
lo10221,916131,Silver,1
lo10222,437647,Silver,1
lo10223,989961,Silver,1
lo10224,536360,Silver,1
lo10225,189555,Elite,1
lo10226,451051,Gold,1
lo10227,338315,Silver,1
lo10228,913668,Elite,1
lo10229,325367,Silver,1
lo10230,445109,Platinum,1
lo10231,992183,Gold,1
lo10232,547779,Silver,1
lo10233,333207,Platinum,1
lo10234,343986,Silver,1
lo10235,254764,Elite,1
lo10236,505409,Silver,1
lo10237,517114,Silver,1
lo10238,402800,Gold,1
lo10239,775213,Silver,1
lo10240,861958,Silver,1
lo10241,350524,Elite,1
lo10242,649194,Silver,1
lo10243,943177,Silver,1
lo10244,214095,Elite,1
lo10245,591719,Silver,1
lo10246,278754,Silver,1
lo10247,137885,Gold,1
lo10248,545108,Elite,1
lo10249,373808,Elite,1
lo10250,719445,Silver,1
lo10251,754234,Elite,1
lo10252,623327,Elite,1
lo10253,698923,Elite,1
lo10254,542145,Silver,1
lo10255,488125,Silver,1
lo10256,946447,Silver,1
lo10257,703243,Elite,1
lo10258,835487,Elite,1
lo10259,368292,Elite,1
lo10260,272686,Elite,1
lo10261,147894,Gold,1
lo10262,312226,Gold,1
lo10263,363999,Silver,1
lo10264,778386,Elite,1
lo10265,487555,Elite,1
lo10266,353947,VIP,1
lo10267,322008,Elite,1
lo10268,752702,Elite,1
lo10269,963067,Elite,1
lo10270,865406,Silver,1
lo10271,682036,VIP,1
lo10272,355515,Elite,1
lo10273,559666,Elite,1
lo10274,462791,Silver,1
lo10275,108621,Silver,1
lo10276,613768,Elite,1
lo10277,562458,Elite,1
lo10278,605322,Gold,1
lo10279,343139,Elite,1
lo10280,742669,Silver,1
lo10281,190279,Gold,1
lo10282,956493,Elite,1
lo10283,555739,Elite,1
lo10284,407924,Silver,1
lo10285,827028,Elite,1
lo10286,686384,Elite,1
lo10287,131817,Elite,1
lo10288,932227,Elite,1
lo10289,289545,Silver,1
lo10290,518771,Silver,1
lo10291,278358,Elite,1
lo10292,922192,Elite,1
lo10293,302066,Silver,1
lo10294,564023,Silver,1
lo10295,762190,Elite,1
lo10296,464990,Silver,1
lo10297,312918,Silver,1
lo10298,427036,Elite,1
lo10299,664183,Silver,1
lo10300,773238,Silver,1
lo10301,564023,Silver,1
lo10302,317652,Platinum,1
lo10303,303746,Elite,1
lo10304,703441,Elite,1
lo10305,168104,Platinum,1
lo10306,557199,Platinum,1
lo10307,951226,Silver,1
lo10308,216241,Elite,1
lo10309,182268,Silver,1
lo10310,369189,Silver,1
lo10311,864084,Gold,1
lo10312,168123,Silver,1
lo10313,263530,Gold,1
lo10314,433812,Elite,1
lo10315,754165,Silver,1
lo10316,254706,Gold,1
lo10317,656858,Gold,1
lo10318,860790,Silver,1
lo10319,750154,Gold,1
lo10320,798057,Elite,1
lo10321,280292,Silver,1
lo10322,662171,Gold,1
lo10323,430220,Silver,1
lo10324,592718,Silver,1
lo10325,440671,Silver,1
lo10326,804543,Silver,1
lo10327,761993,Elite,1
lo10328,118738,Silver,1
lo10329,355333,Silver,1
lo10330,954623,Elite,1
lo10331,865809,Elite,1
lo10332,327952,Silver,1
lo10333,288137,Silver,1
lo10334,961807,Gold,1
lo10335,333296,Elite,1
lo10336,404291,Silver,1
lo10337,274785,Elite,1
lo10338,267338,Silver,1
lo10339,999518,Gold,1
lo10340,766886,Gold,1
lo10341,976121,Silver,1
lo10342,850617,Silver,1
lo10343,911868,Gold,1
lo10344,564003,Gold,1
lo10345,829541,Silver,1
lo10346,903797,Silver,1
lo10347,805429,Silver,1
lo10348,511507,Silver,1
lo10349,718932,VIP,1
lo10350,374298,Elite,1
lo10351,566851,Silver,1
lo10352,835359,Elite,1
lo10353,980788,Silver,1
lo10354,561413,Elite,1
lo10355,912455,Elite,1
lo10356,877609,Silver,1
lo10357,974114,Elite,1
lo10358,483875,Silver,1
lo10359,873045,Elite,1
lo10360,248175,Gold,1
lo10361,136222,Elite,1
lo10362,346103,Gold,1
lo10363,277922,Silver,1
lo10364,800163,Elite,1
lo10365,421331,Elite,1
lo10366,354483,Silver,1
lo10367,120419,Elite,1
lo10368,511786,Silver,1
lo10369,317001,Elite,1
lo10370,789465,Gold,1
lo10371,355795,Silver,1
lo10372,251847,Elite,1
lo10373,269525,Gold,1
lo10374,840285,Silver,1
lo10375,884399,Silver,1
lo10376,130354,Silver,1
lo10377,150802,Silver,1
lo10378,823943,Platinum,1
lo10379,374721,Silver,1
lo10380,256261,Gold,1
lo10381,264409,Elite,1
lo10382,322644,Gold,1
lo10383,976857,Silver,1
lo10384,985183,Platinum,1
lo10385,202108,Elite,1
lo10386,819647,Elite,1
lo10387,403514,Gold,1
lo10388,548731,Silver,1
lo10389,885654,Gold,1
lo10390,825736,Elite,1
lo10391,963517,Elite,1
lo10392,978413,Gold,1
lo10393,182159,Elite,1
lo10394,448654,Elite,1
lo10395,210672,Gold,1
lo10396,343194,Elite,1
lo10397,184206,Silver,1
lo10398,490657,Gold,1
lo10399,714100,Silver,1
lo10400,187683,Silver,1
lo10401,954718,Gold,1
lo10402,515177,Elite,1
lo10403,628130,Elite,1
lo10404,969534,Elite,1
lo10405,131047,Gold,1
lo10406,967773,Silver,1
lo10407,709238,Elite,1
lo10408,420032,Gold,1
lo10409,873578,Elite,1
lo10410,822087,Silver,1
lo10411,920143,Elite,1
lo10412,620258,Gold,1
lo10413,490257,Elite,1
lo10414,705006,Elite,1
lo10415,509880,Silver,1
lo10416,540837,Silver,1
lo10417,444625,Elite,1
lo10418,527135,Elite,1
lo10419,544493,Elite,1
lo10420,742043,Silver,1
lo10421,838057,Silver,1
lo10422,170746,Silver,1
lo10423,853240,Silver,1
lo10424,211891,Gold,1
lo10425,254990,Silver,1
lo10426,778993,Silver,1
lo10427,318400,Silver,1
lo10428,187785,Elite,1
lo10429,883671,Silver,1
lo10430,833362,Elite,1
lo10431,702528,Silver,1
lo10432,277024,Silver,1
lo10433,444234,Silver,1
lo10434,886323,Elite,1
lo10435,138853,Silver,1
lo10436,689178,Elite,1
lo10437,278568,Silver,1
lo10438,815694,Elite,1
lo10439,898144,Silver,1
lo10440,613997,Silver,1
lo10441,512794,Silver,1
lo10442,375057,Elite,1
lo10443,364965,Silver,1
lo10444,489840,Elite,1
lo10445,117471,Gold,1
lo10446,924132,Platinum,1
lo10447,717978,Elite,1
lo10448,931188,Gold,1
lo10449,305857,Silver,1
lo10450,294419,Silver,1
lo10451,885497,Elite,1
lo10452,549485,Elite,1
lo10453,554300,Silver,1
lo10454,942917,Elite,1
lo10455,536577,Elite,1
lo10456,593049,Silver,1
lo10457,978907,Elite,1
lo10458,720650,Elite,1
lo10459,350722,Elite,1
lo10460,346683,Elite,1
lo10461,861095,Gold,1
lo10462,861079,Elite,1
lo10463,294881,Silver,1
lo10464,619483,Silver,1
lo10465,705353,Silver,1
lo10466,288687,Elite,1
lo10467,256507,Gold,1
lo10468,347694,Silver,1
lo10469,371148,Silver,1
lo10470,800888,Elite,1
lo10471,341724,Elite,1
lo10472,975309,Elite,1
lo10473,319845,Silver,1
lo10474,449511,Silver,1
lo10475,623676,Elite,1
lo10476,342526,Gold,1
lo10477,634684,Silver,1
lo10478,552425,Silver,1
lo10479,518539,Gold,1
lo10480,315129,Gold,1
lo10481,993271,Silver,1
lo10482,171038,Elite,1
lo10483,658804,Elite,1
lo10484,457685,Silver,1
lo10485,748805,Silver,1
lo10486,997176,Elite,1
lo10487,636001,Gold,1
lo10488,103321,Silver,1
lo10489,542567,Silver,1
lo10490,386364,Silver,1
lo10491,397376,Elite,1
lo10492,407394,Silver,1
lo10493,235656,Elite,1
lo10494,322253,Elite,1
lo10495,204432,Elite,1
lo10496,391568,Silver,1
lo10497,974092,Elite,1
lo10498,869164,Silver,1
lo10499,911655,Elite,1
lo10500,689008,Silver,1
lo10501,375708,Gold,1
lo10502,282080,Gold,1
lo10503,590392,Silver,1
lo10504,310208,Gold,1
lo10505,902742,Elite,1
lo10506,824920,Gold,1
lo10507,182356,Silver,1
lo10508,838165,Elite,1
lo10509,432713,Elite,1
lo10510,775044,Elite,1
lo10511,569344,Elite,1
lo10512,867249,Gold,1
lo10513,448325,Silver,1
lo10514,672714,Silver,1
lo10515,454272,Elite,1
lo10516,159531,Silver,1
lo10517,415081,Elite,1
lo10518,894604,Platinum,1
lo10519,972150,Silver,1
lo10520,184635,Elite,1
lo10521,182338,Elite,1
lo10522,749212,Gold,1
lo10523,511373,Silver,1
lo10524,838070,Silver,1
lo10525,956116,Elite,1
lo10526,780144,Elite,1
lo10527,875162,Elite,1
lo10528,387529,Gold,1
lo10529,267151,Silver,1
lo10530,732445,Elite,1
lo10531,176429,Silver,1
lo10532,306252,Silver,1
lo10533,912300,Gold,1
lo10534,702575,Silver,1
lo10535,346717,Silver,1
lo10536,884203,Silver,1
lo10537,245143,Silver,1
lo10538,225087,Gold,1
lo10539,266013,Gold,1
lo10540,532925,Elite,1
lo10541,260693,Silver,1
lo10542,537176,Gold,1
lo10543,790240,Silver,1
lo10544,274698,Elite,1
lo10545,842210,Silver,1
lo10546,259053,Elite,1
lo10547,390022,Elite,1
lo10548,350392,Silver,1
lo10549,692151,Elite,1
lo10550,437251,Gold,1
lo10551,884243,Elite,1
lo10552,677300,Elite,1
lo10553,265696,Elite,1
lo10554,971073,Silver,1
lo10555,445746,Silver,1
lo10556,353139,Gold,1
lo10557,765619,Elite,1
lo10558,728562,Gold,1
lo10559,403250,Gold,1
lo10560,497279,Silver,1
lo10561,805977,Silver,1
lo10562,402771,Silver,1
lo10563,558543,Gold,1
lo10564,573650,Silver,1
lo10565,480384,Gold,1
lo10566,266291,Gold,1
lo10567,707974,Elite,1
lo10568,871298,Elite,1
lo10569,732662,Elite,1
lo10570,473784,Silver,1
lo10571,296507,Elite,1
lo10572,649099,Silver,1
lo10573,497613,Silver,1
lo10574,718024,Silver,1
lo10575,271643,Silver,1
lo10576,762060,Gold,1
lo10577,356558,Silver,1
lo10578,931130,Elite,1
lo10579,858773,Silver,1
lo10580,838704,Silver,1
lo10581,183015,Elite,1
lo10582,262307,Elite,1
lo10583,744789,Silver,1
lo10584,815221,Elite,1
lo10585,136146,Elite,1
lo10586,201060,Silver,1
lo10587,815709,Silver,1
lo10588,257118,Silver,1
lo10589,886338,Silver,1
lo10590,628169,Elite,1
lo10591,337812,Silver,1
lo10592,404675,Silver,1
lo10593,383627,VIP,1
lo10594,263822,Silver,1
lo10595,305627,Gold,1
lo10596,167330,Gold,1
lo10597,563229,Silver,1
lo10598,865771,Elite,1
lo10599,585629,Elite,1
lo10600,223283,Gold,1
lo10601,647894,Silver,1
lo10602,377302,Silver,1
lo10603,568879,Gold,1
lo10604,971612,Gold,1
lo10605,242803,Silver,1
lo10606,851130,Silver,1
lo10607,199089,Silver,1
lo10608,113578,Silver,1
lo10609,915391,Gold,1
lo10610,841373,Elite,1
lo10611,133142,Silver,1
lo10612,786711,Elite,1
lo10613,277490,Silver,1
lo10614,971344,Elite,1
lo10615,967851,Silver,1
lo10616,846374,Elite,1
lo10617,275498,Silver,1
lo10618,247645,Silver,1
lo10619,773014,Silver,1
lo10620,909291,Silver,1
lo10621,626873,Elite,1
lo10622,931604,Silver,1
lo10623,675651,Silver,1
lo10624,732203,Elite,1
lo10625,873579,Silver,1
lo10626,959774,Silver,1
lo10627,372424,Silver,1
lo10628,499721,Gold,1
lo10629,947467,Elite,1
lo10630,416048,Elite,1
lo10631,908776,Silver,1
lo10632,719808,Silver,1
lo10633,278213,Silver,1
lo10634,679395,Gold,1
lo10635,427444,Silver,1
lo10636,475740,Silver,1
lo10637,634675,Gold,1
lo10638,976110,Silver,1
lo10639,212260,Elite,1
lo10640,521231,Silver,1
lo10641,325638,Elite,1
lo10642,248755,Silver,1
lo10643,589466,Silver,1
lo10644,847445,Elite,1
lo10645,950952,Elite,1
lo10646,809967,Gold,1
lo10647,727071,Silver,1
lo10648,845273,Elite,1
lo10649,679861,Silver,1
lo10650,704192,Elite,1
lo10651,262290,Platinum,1
lo10652,501647,Elite,1
lo10653,878393,Elite,1
lo10654,582556,Silver,1
lo10655,220754,Silver,1
lo10656,302040,Silver,1
lo10657,338377,Silver,1
lo10658,153335,Gold,1
lo10659,876907,Gold,1
lo10660,252793,Elite,1
lo10661,922446,Elite,1
lo10662,230866,Gold,1
lo10663,904948,Elite,1
lo10664,733852,Elite,1
lo10665,928906,Silver,1
lo10666,346633,Elite,1
lo10667,895399,Gold,1
lo10668,848146,Silver,1
lo10669,178552,Gold,1
lo10670,876642,Gold,1
lo10671,985298,Gold,1
lo10672,456439,Elite,1
lo10673,835777,Silver,1
lo10674,216700,Bronze,1
lo10675,747227,Silver,1
lo10676,901954,Gold,1
lo10677,556513,Silver,1
lo10678,327939,Gold,1
lo10679,842938,Silver,1
lo10680,380872,Bronze,1
lo10681,854390,Elite,1
lo10682,678350,Elite,1
lo10683,120152,Elite,1
lo10684,895156,Gold,1
lo10685,741483,Gold,1
lo10686,117002,Silver,1
lo10687,665478,Silver,1
lo10688,362931,Elite,1
lo10689,108440,Silver,1
lo10690,227008,Bronze,1
lo10691,208586,Silver,1
lo10692,418551,Gold,1
lo10693,206862,Elite,1
lo10694,294530,Silver,1
lo10695,710802,Elite,1
lo10696,684854,Elite,1
lo10697,371532,Elite,1
lo10698,844249,Gold,1
lo10699,755739,Gold,1
lo10700,749362,Silver,1
lo10701,460442,Silver,1
lo10702,392075,Elite,1
lo10703,753814,Elite,1
lo10704,302761,Silver,1
lo10705,895677,Elite,1
lo10706,707023,Silver,1
lo10707,708639,Silver,1
lo10708,750297,Silver,1
lo10709,683239,Elite,1
lo10710,781480,Silver,1
lo10711,290599,Elite,1
lo10712,730726,Elite,1
lo10713,756807,Silver,1
lo10714,989983,Silver,1
lo10715,145322,Elite,1
lo10716,856543,Gold,1
lo10717,388201,Silver,1
lo10718,321762,Elite,1
lo10719,124166,Platinum,1
lo10720,458864,Elite,1
lo10721,737924,Silver,1
lo10722,720300,Silver,1
lo10723,709595,Silver,1
lo10724,523194,Platinum,1
lo10725,212862,Silver,1
lo10726,694083,Elite,1
lo10727,829505,Elite,1
lo10728,974569,Silver,1
lo10729,644243,Silver,1
lo10730,335821,Elite,1
lo10731,811019,Elite,1
lo10732,893481,Elite,1
lo10733,879495,Elite,1
lo10734,680225,Elite,1
lo10735,408167,Gold,1
lo10736,807970,Elite,1
lo10737,985427,Elite,1
lo10738,635075,Elite,1
lo10739,981117,Platinum,1
lo10740,121104,Silver,1
lo10741,367594,Elite,1
lo10742,868565,Silver,1
lo10743,757824,Silver,1
lo10744,697792,Silver,1
lo10745,372284,Silver,1
lo10746,849958,Elite,1
lo10747,917892,Elite,1
lo10748,982096,Silver,1
lo10749,771753,Elite,1
lo10750,897659,Silver,1
lo10751,434130,Elite,1
lo10752,450508,Elite,1
lo10753,587390,Elite,1
lo10754,849437,Elite,1
lo10755,532677,Elite,1
lo10756,952390,Silver,1
lo10757,688160,Platinum,1
lo10758,856606,Elite,1
lo10759,316916,Silver,1
lo10760,669982,Elite,1
lo10761,716585,Silver,1
lo10762,673906,Gold,1
lo10763,486812,Silver,1
lo10764,658523,Silver,1
lo10765,422398,Silver,1
lo10766,406778,Elite,1
lo10767,636537,Silver,1
lo10768,466667,Silver,1
lo10769,685533,Silver,1
lo10770,344232,Silver,1
lo10771,227101,Silver,1
lo10772,603573,Silver,1
lo10773,423998,Silver,1
lo10774,927319,Gold,1
lo10775,691217,Elite,1
lo10776,605936,Gold,1
lo10777,330190,Silver,1
lo10778,812628,Silver,1
lo10779,750024,Gold,1
lo10780,413350,Elite,1
lo10781,124229,Elite,1
lo10782,427127,Elite,1
lo10783,910933,Elite,1
lo10784,810066,Silver,1
lo10785,199603,Elite,1
lo10786,324139,Silver,1
lo10787,678284,Silver,1
lo10788,347321,Silver,1
lo10789,287738,Elite,1
lo10790,403436,Silver,1
lo10791,893907,Silver,1
lo10792,370065,Gold,1
lo10793,833221,Silver,1
lo10794,483497,Silver,1
lo10795,113211,Elite,1
lo10796,169603,Elite,1
lo10797,748106,Silver,1
lo10798,129080,Elite,1
lo10799,274264,Elite,1
lo10800,397533,Gold,1
lo10801,651446,Silver,1
lo10802,793473,Silver,1
lo10803,523460,Elite,1
lo10804,767817,Silver,1
lo10805,433172,Platinum,1
lo10806,451372,Gold,1
lo10807,661760,Elite,1
lo10808,185650,Silver,1
lo10809,262459,Silver,1
lo10810,747913,Silver,1
lo10811,445162,Silver,1
lo10812,203098,Gold,1
lo10813,495571,Silver,1
lo10814,323760,Elite,1
lo10815,137774,Elite,1
lo10816,472981,Elite,1
lo10817,207171,Silver,1
lo10818,297723,Silver,1
lo10819,368579,Elite,1
lo10820,445024,Silver,1
lo10821,508355,Elite,1
lo10822,739373,Silver,1
lo10823,706025,Silver,1
lo10824,590025,Gold,1
lo10825,356328,Elite,1
lo10826,601357,Silver,1
lo10827,235208,Elite,1
lo10828,700727,Elite,1
lo10829,765497,Silver,1
lo10830,236941,VIP,1
lo10831,993270,Elite,1
lo10832,153984,Silver,1
lo10833,646371,Elite,1
lo10834,121999,Gold,1
lo10835,327348,Gold,1
lo10836,667315,Silver,1
lo10837,448483,Silver,1
lo10838,392024,Elite,1
lo10839,622804,Silver,1
lo10840,933440,Gold,1
lo10841,570046,Gold,1
lo10842,799967,Elite,1
lo10843,340927,Elite,1
lo10844,449235,Gold,1
lo10845,424027,Silver,1
lo10846,411082,Elite,1
lo10847,881302,Elite,1
lo10848,233677,Gold,1
lo10849,463679,Gold,1
lo10850,346631,Gold,1
lo10851,240379,Silver,1
lo10852,397578,Silver,1
lo10853,271217,Elite,1
lo10854,971599,Elite,1
lo10855,225284,Elite,1
lo10856,616759,Silver,1
lo10857,676170,Silver,1
lo10858,987231,Gold,1
lo10859,107119,Gold,1
