location_id,country,province_or_state,city,location_code
l7786,United Kingdom,Reading,Ilkley Road,Urban
l7787,Canada,Quebec,Montreal,Suburban
l7788,United Kingdom,West Midlands,Birmingham,Rural
l7789,United States,California,San Diego,Urban
l7790,United Kingdom,Buckinghamshire,Milton Keynes,Rural
l7791,United States,Colorado,Boulder,Urban
l7792,Germany,Hamburg,Hamburg,Suburban
l7793,Canada,Ontario,Trenton,Urban
l7794,United Kingdom,West Midlands,Birmingham,Suburban
l7795,Germany,Bayern,Munchen,Urban
l7796,United States,Colorado,Boulder,Suburban
l7797,United States,California,Los Angeles,Urban
l7798,United Kingdom,Hampshire,Southampton,Suburban
l7799,United Kingdom,Reading,Woodwaye,Urban
l7800,United Kingdom,Shropshire,Telford,Rural
l7801,Canada,British Columbia,Victoria,Suburban
l7802,Germany,Nordrhein-Westfalen,Bonn,Suburban
l7803,Germany,Bremen,Bremen,Suburban
l7804,Germany,Hamburg,Hamburg,Suburban
l7805,United States,Arizona,Phoenix,Suburban
l7806,Germany,Nordrhein-Westfalen,Bonn,Suburban
l7807,Canada,Alberta,Edmonton,Suburban
l7808,United Kingdom,Greater London,London,Rural
l7809,Germany,Hamburg,Hamburg,Urban
l7810,Canada,Saskatchewan,Regina,Urban
l7811,United States,California,San Francisco,Rural
l7812,United Kingdom,Greater London,London,Suburban
l7813,United Kingdom,Bristol,The Crescent,Urban
l7814,Germany,Thuringen,Erfurt,Suburban
l7815,Canada,Quebec,Montreal,Rural
l7816,United States,California,San Diego,Suburban
l7817,United Kingdom,Bristol,The Crescent,Urban
l7818,Canada,Quebec,Montreal,Urban
l7819,United States,Colorado,Denver,Rural
l7820,United Kingdom,Greater London,London,Rural
l7821,Canada,Alberta,Edmonton,Suburban
l7822,United Kingdom,Reading,Robindale Avenue,Suburban
l7823,Germany,Saarland,Saarbrucken,Suburban
l7824,United States,California,San Diego,Rural
l7825,Germany,Nordrhein-Westfalen,Bonn,Urban
l7826,United Kingdom,Oxfordshire,Oxford,Rural
l7827,United States,California,San Francisco,Urban
l7828,United Kingdom,West Midlands,Birmingham,Rural
l7829,United States,California,Los Angeles,Rural
l7830,Canada,Ontario,Toronto,Suburban
l7831,United States,Florida,Miami,Suburban
l7832,Canada,Quebec,Montreal,Rural
l7833,Canada,Manitoba,Winnipeg,Urban
l7834,United Kingdom,Greater London,London,Rural
l7835,Canada,Ontario,Kingston,Suburban
l7836,United States,California,Los Angeles,Urban
l7837,Canada,British Columbia,Kelowna,Rural
l7838,Canada,Ontario,Toronto,Suburban
l7839,United States,Arizona,Phoenix,Suburban
l7840,Germany,Nordrhein-Westfalen,Bonn,Rural
l7841,United States,Florida,Miami,Suburban
l7842,United Kingdom,Reading,Stuart Close,Urban
l7843,Germany,Berlin,Berlin,Rural
l7844,Canada,British Columbia,Vancouver,Urban
l7845,Canada,Quebec,Montreal,Suburban
l7846,United Kingdom,Greater London,London,Rural
l7847,United States,Colorado,Denver,Rural
l7848,Canada,Quebec,Quebec City,Urban
l7849,Germany,Nordrhein-Westfalen,Krefeld,Urban
l7850,Germany,Hessen,Frankfurt,Urban
l7851,United Kingdom,Oxfordshire,Oxford,Urban
l7852,United Kingdom,Brighton and Hove,Franklin Street,Urban
l7853,Germany,Berlin,Berlin,Urban
l7854,United States,California,Los Angeles,Suburban
l7855,Germany,Hessen,Frankfurt,Urban
l7856,Canada,British Columbia,Vancouver,Rural
l7857,Canada,Ontario,Kingston,Rural
l7858,United States,Florida,Miami,Urban
l7859,United States,Arkansas,Fayetteville,Rural
l7860,United States,California,San Clara,Suburban
l7861,United States,Alabama,Mobile,Urban
l7862,Canada,Ontario,Toronto,Suburban
l7863,Germany,Bayern,Munchen,Suburban
l7864,United States,California,Los Angeles,Suburban
l7865,Canada,Manitoba,Winnipeg,Rural
l7866,Germany,Berlin,Berlin,Suburban
l7867,Canada,Ontario,Toronto,Rural
l7868,United Kingdom,Greater London,London,Urban
l7869,United Kingdom,Buckinghamshire,Milton Keynes,Suburban
l7870,United Kingdom,Greater London,London,Rural
l7871,United States,California,Los Angeles,Urban
l7872,United Kingdom,Buckinghamshire,Milton Keynes,Rural
l7873,United States,California,Los Angeles,Suburban
l7874,United Kingdom,Nottinghamshire,Nottingham,Urban
l7875,Germany,Hamburg,Hamburg,Rural
l7876,United States,Alabama,Mobile,Rural
l7877,United Kingdom,Greater London,London,Suburban
l7878,Canada,Quebec,Hull,Suburban
l7879,United Kingdom,Hampshire,Southampton,Suburban
l7880,United States,Colorado,Boulder,Urban
l7881,United States,Alabama,Mobile,Suburban
l7882,United States,California,San Francisco,Rural
l7883,United States,Florida,Miami,Urban
l7884,United States,Colorado,Denver,Suburban
l7885,Canada,Quebec,Quebec City,Suburban
l7886,Germany,Nordrhein-Westfalen,Bonn,Urban
l7887,United Kingdom,Reading,Back Lane,Suburban
l7888,United States,California,San Francisco,Suburban
l7889,United States,California,Los Angeles,Suburban
l7890,Canada,Ontario,Kingston,Urban
l7891,Germany,Nordrhein-Westfalen,Dortmund,Suburban
l7892,United States,California,San Francisco,Suburban
l7893,Canada,Quebec,Quebec City,Suburban
l7894,United Kingdom,Greater London,London,Rural
l7895,United Kingdom,Brighton and Hove,Franklin Street,Suburban
l7896,Germany,Berlin,Berlin,Rural
l7897,United States,Arizona,Phoenix,Suburban
l7898,United Kingdom,West Midlands,Birmingham,Urban
l7899,Canada,New Brunswick,Fredericton,Urban
l7900,Germany,Sachsen-Anhalt,Magdeburg,Urban
l7901,United States,California,Los Angeles,Suburban
l7902,Germany,Hessen,Frankfurt,Rural
l7903,Canada,Nova Scotia,Halifax,Rural
l7904,Canada,British Columbia,Dawson Creek,Rural
l7905,United Kingdom,Hampshire,Southampton,Suburban
l7906,United States,Georgia,Atlanta,Rural
l7907,United Kingdom,Brighton and Hove,Mafeking Road,Suburban
l7908,Germany,Bayern,Munchen,Suburban
l7909,Germany,Bayern,Munchen,Urban
l7910,Germany,Nordrhein-Westfalen,Bonn,Urban
l7911,United Kingdom,Greater London,London,Suburban
l7912,Germany,Bayern,Munchen,Urban
l7913,Canada,Ontario,London,Urban
l7914,United Kingdom,Greater London,London,Suburban
l7915,United Kingdom,Greater London,London,Urban
l7916,United Kingdom,Reading,Ilkley Road,Urban
l7917,Canada,Ontario,Ottawa,Suburban
l7918,Canada,Quebec,Montreal,Urban
l7919,Canada,Ontario,Toronto,Rural
l7920,United Kingdom,West Midlands,Birmingham,Rural
l7921,Canada,Nova Scotia,Halifax,Urban
l7922,United Kingdom,Brighton and Hove,Eley Drive,Suburban
l7923,Germany,Bremen,Bremen,Suburban
l7924,United States,California,Oakland,Urban
l7925,Canada,Quebec,Montreal,Rural
l7926,United States,Colorado,Colorado Springs,Urban
l7927,United States,Colorado,Boulder,Urban
l7928,Germany,Nordrhein-Westfalen,Dusseldorf,Rural
l7929,United States,Florida,Orlando,Urban
l7930,Germany,Thuringen,Erfurt,Rural
l7931,United Kingdom,Brighton and Hove,Eley Drive,Suburban
l7932,Germany,Hamburg,Hamburg,Suburban
l7933,United States,Arkansas,Fayetteville,Rural
l7934,United States,Colorado,Denver,Rural
l7935,Germany,Bayern,Passau,Suburban
l7936,United Kingdom,Reading,Back Lane,Urban
l7937,Germany,Bremen,Bremen,Urban
l7938,Canada,Quebec,Montreal,Rural
l7939,Germany,Nordrhein-Westfalen,Dortmund,Urban
l7940,United States,Florida,Miami,Urban
l7941,United States,Alaska,Anchorage,Urban
l7942,United Kingdom,Greater London,London,Rural
l7943,United Kingdom,Reading,Back Lane,Rural
l7944,United Kingdom,Greater London,London,Urban
l7945,United Kingdom,Hampshire,Southampton,Rural
l7946,Germany,Niedersachsen,Hannover,Suburban
l7947,Canada,Saskatchewan,Regina,Suburban
l7948,Canada,Ontario,Toronto,Suburban
l7949,Germany,Sachsen,Dresden,Urban
l7950,Canada,New Brunswick,Fredericton,Urban
l7951,Canada,Ontario,Sudbury,Rural
l7952,Canada,Saskatchewan,Regina,Rural
l7953,United Kingdom,Oxfordshire,Oxford,Rural
l7954,Germany,Bayern,Munchen,Rural
l7955,Germany,Nordrhein-Westfalen,Bonn,Urban
l7956,United Kingdom,Oxfordshire,Oxford,Rural
l7957,United Kingdom,Buckinghamshire,Milton Keynes,Urban
l7958,Germany,Nordrhein-Westfalen,Arnsberg,Urban
l7959,Germany,Bremen,Bremen,Rural
l7960,Canada,Ontario,Toronto,Suburban
l7961,Canada,Ontario,Kingston,Urban
l7962,United States,Georgia,Atlanta,Suburban
l7963,Germany,Berlin,Berlin,Suburban
l7964,Canada,Ontario,Ottawa,Rural
l7965,United Kingdom,Greater London,London,Urban
l7966,Canada,British Columbia,Vancouver,Suburban
l7967,Germany,Hessen,Frankfurt,Urban
l7968,Germany,Hessen,Frankfurt,Rural
l7969,Germany,Nordrhein-Westfalen,Bonn,Urban
l7970,United Kingdom,Greater London,London,Suburban
l7971,United Kingdom,Greater London,London,Rural
l7972,Germany,Bayern,Munchen,Rural
l7973,United Kingdom,Greater London,London,Urban
l7974,United States,Alabama,Mobile,Urban
l7975,United States,California,Anaheim,Rural
l7976,Canada,Quebec,Montreal,Rural
l7977,United States,California,Berkeley,Urban
l7978,Canada,Saskatchewan,Regina,Suburban
l7979,United Kingdom,Reading,Mayfield Drive,Suburban
l7980,Germany,Niedersachsen,Hannover,Rural
l7981,United States,Florida,Miami,Rural
l7982,Germany,Hessen,Frankfurt,Urban
l7983,Germany,Bayern,Aachen,Urban
l7984,United States,California,Anaheim,Rural
l7985,United Kingdom,Hampshire,Southampton,Suburban
l7986,United States,Alabama,Birmingham,Rural
l7987,Germany,Nordrhein-Westfalen,Dortmund,Rural
l7988,Canada,Manitoba,Winnipeg,Suburban
l7989,United Kingdom,West Midlands,Birmingham,Rural
l7990,Canada,Manitoba,Winnipeg,Urban
l7991,Canada,Ontario,London,Urban
l7992,United States,California,San Clara,Rural
l7993,United Kingdom,Reading,Ilkley Road,Urban
l7994,Germany,Niedersachsen,Hannover,Rural
l7995,United Kingdom,West Midlands,Birmingham,Rural
l7996,United States,Arkansas,Fayetteville,Suburban
l7997,United States,Florida,Miami,Suburban
l7998,Canada,Quebec,Montreal,Suburban
l7999,Germany,Mecklenburg-Vorpommern,Schwerin,Rural
l8000,United States,Florida,Miami,Rural
l8001,Germany,Bayern,Munchen,Rural
l8002,Germany,Baden-Wurttemberg,Leonberg,Suburban
l8003,United States,Florida,Miami,Suburban
l8004,United Kingdom,Brighton and Hove,Maldon Road,Suburban
l8005,Canada,Nova Scotia,Halifax,Suburban
l8006,Canada,Alberta,Banff,Suburban
l8007,United States,California,Los Angeles,Rural
l8008,Germany,Nordrhein-Westfalen,Dusseldorf,Suburban
l8009,Germany,Saarland,Saarbrucken,Suburban
l8010,Canada,New Brunswick,Moncton,Urban
l8011,Canada,Ontario,Toronto,Rural
l8012,Canada,British Columbia,Kelowna,Urban
l8013,United States,Arkansas,Little Rock,Rural
l8014,Germany,Sachsen,Dresden,Urban
l8015,United Kingdom,Oxfordshire,Oxford,Suburban
l8016,United Kingdom,Reading,Woodwaye,Rural
l8017,Germany,Bremen,Bremen,Urban
l8018,United States,California,San Diego,Urban
l8019,Germany,Saarland,Saarbrucken,Rural
l8020,United States,California,Oakland,Urban
l8021,Germany,Baden-Wurttemberg,Leonberg,Rural
l8022,Canada,British Columbia,Kelowna,Rural
l8023,United States,Florida,Orlando,Rural
l8024,United Kingdom,West Midlands,Birmingham,Urban
l8025,Germany,Berlin,Berlin,Suburban
l8026,United Kingdom,Shropshire,Telford,Suburban
l8027,Germany,Saarland,Saarbrucken,Suburban
l8028,United Kingdom,Shropshire,Telford,Suburban
l8029,Canada,Quebec,Montreal,Urban
l8030,United Kingdom,Greater London,London,Urban
l8031,Germany,Bayern,Munchen,Rural
l8032,Germany,Bayern,Passau,Rural
l8033,Germany,Hamburg,Hamburg,Urban
l8034,United States,Delaware,Wilmington,Rural
l8035,Germany,Niedersachsen,Hannover,Rural
l8036,Germany,Nordrhein-Westfalen,Dusseldorf,Rural
l8037,United Kingdom,Reading,Woodwaye,Suburban
l8038,United States,Alabama,Mobile,Urban
l8039,United States,Arkansas,Fayetteville,Rural
l8040,United States,California,Los Angeles,Suburban
l8041,Germany,Berlin,Berlin,Rural
l8042,Germany,Hessen,Frankfurt,Rural
l8043,United States,California,Los Angeles,Rural
l8044,United Kingdom,Bristol,Lower Cheltenham Place,Urban
l8045,Germany,Hessen,Frankfurt,Urban
l8046,United Kingdom,Buckinghamshire,Milton Keynes,Rural
l8047,United States,Alaska,Juneau,Suburban
l8048,United Kingdom,Buckinghamshire,Milton Keynes,Rural
l8049,Canada,Alberta,Edmonton,Rural
l8050,United Kingdom,Brighton and Hove,Eley Drive,Suburban
l8051,United Kingdom,Greater London,London,Suburban
l8052,United Kingdom,Greater London,London,Rural
l8053,Canada,British Columbia,Vancouver,Rural
l8054,United States,California,Los Angeles,Rural
l8055,United Kingdom,Brighton and Hove,Eley Drive,Urban
l8056,United States,California,Los Angeles,Urban
l8057,Germany,Bremen,Bremen,Urban
l8058,United States,Delaware,Dover,Suburban
l8059,United Kingdom,Reading,Back Lane,Urban
l8060,Canada,Quebec,Tremblant,Urban
l8061,United States,California,Los Angeles,Suburban
l8062,United States,Georgia,Atlanta,Suburban
l8063,United Kingdom,West Midlands,Birmingham,Suburban
l8064,United States,Florida,Miami,Suburban
l8065,Canada,British Columbia,Vancouver,Urban
l8066,Canada,Quebec,Quebec City,Rural
l8067,United Kingdom,West Midlands,Birmingham,Suburban
l8068,Germany,Thuringen,Erfurt,Rural
l8069,United States,Arkansas,Fayetteville,Suburban
l8070,United Kingdom,Buckinghamshire,Milton Keynes,Suburban
l8071,United Kingdom,Greater London,London,Suburban
l8072,Germany,Nordrhein-Westfalen,Dortmund,Urban
l8073,United States,California,Los Angeles,Rural
l8074,Canada,Manitoba,Winnipeg,Suburban
l8075,Canada,Ontario,Trenton,Urban
l8076,Canada,British Columbia,Victoria,Urban
l8077,Canada,Quebec,Montreal,Suburban
l8078,United Kingdom,Greater London,London,Suburban
l8079,Canada,Manitoba,Winnipeg,Suburban
l8080,United States,California,Los Angeles,Suburban
l8081,United States,Florida,Tallahassee,Urban
l8082,Germany,Hessen,Frankfurt,Urban
l8083,Germany,Nordrhein-Westfalen,Bonn,Urban
l8084,United Kingdom,Buckinghamshire,Milton Keynes,Rural
l8085,Germany,Bremen,Bremen,Urban
l8086,Germany,Hessen,Frankfurt,Urban
l8087,Germany,Nordrhein-Westfalen,Bonn,Suburban
l8088,Germany,Bayern,Landshut,Suburban
l8089,United Kingdom,Hampshire,Southampton,Urban
l8090,Canada,Quebec,Montreal,Urban
l8091,United States,California,Los Angeles,Urban
l8092,United Kingdom,Greater London,London,Suburban
l8093,Germany,Niedersachsen,Hannover,Rural
l8094,Canada,Ontario,London,Rural
l8095,Germany,Bayern,Munchen,Suburban
l8096,Germany,Bayern,Munchen,Suburban
l8097,United Kingdom,Greater London,London,Rural
l8098,United States,California,Los Angeles,Suburban
l8099,United States,Arkansas,Fayetteville,Rural
l8100,United Kingdom,Hampshire,Southampton,Urban
l8101,Canada,New Brunswick,Moncton,Suburban
l8102,Canada,Quebec,Hull,Urban
l8103,Germany,Bayern,Landshut,Rural
l8104,Canada,British Columbia,Vancouver,Suburban
l8105,United States,California,Anaheim,Suburban
l8106,United States,California,San Diego,Urban
l8107,United Kingdom,Greater London,London,Suburban
l8108,United States,Florida,Miami,Suburban
l8109,Canada,New Brunswick,Moncton,Suburban
l8110,United Kingdom,Greater London,London,Urban
l8111,United Kingdom,West Midlands,Birmingham,Urban
l8112,United States,Florida,Miami,Suburban
l8113,United Kingdom,Greater London,London,Suburban
l8114,Canada,Ontario,Toronto,Urban
l8115,Germany,Hessen,Frankfurt,Urban
l8116,United States,Florida,Orlando,Urban
l8117,Germany,Bayern,Munchen,Rural
l8118,United States,California,San Francisco,Suburban
l8119,Germany,Bayern,Munchen,Suburban
l8120,Canada,Alberta,Edmonton,Rural
l8121,Germany,Baden-Wurttemberg,Leonberg,Rural
l8122,United States,Florida,Tallahassee,Rural
l8123,United States,Colorado,Denver,Suburban
l8124,United Kingdom,West Midlands,Birmingham,Suburban
l8125,Germany,Nordrhein-Westfalen,Bonn,Suburban
l8126,Canada,British Columbia,Vancouver,Rural
l8127,Germany,Berlin,Berlin,Urban
l8128,Germany,Bayern,Passau,Urban
l8129,United States,Alabama,Mobile,Rural
l8130,United Kingdom,West Midlands,Birmingham,Suburban
l8131,United States,Arkansas,Little Rock,Urban
l8132,Canada,Yukon,Whitehorse,Rural
l8133,Germany,Nordrhein-Westfalen,Dusseldorf,Suburban
l8134,United Kingdom,Buckinghamshire,Milton Keynes,Rural
l8135,United Kingdom,Hampshire,Southampton,Rural
l8136,Canada,Alberta,Edmonton,Rural
l8137,United Kingdom,Hampshire,Southampton,Suburban
l8138,United States,California,Los Angeles,Suburban
l8139,United Kingdom,Greater London,London,Suburban
l8140,United Kingdom,Greater London,London,Urban
l8141,United States,Connecticut,Hartford,Rural
l8142,United Kingdom,Hampshire,Southampton,Suburban
l8143,United States,California,Los Angeles,Rural
l8144,Canada,British Columbia,Whistler,Suburban
l8145,United Kingdom,Hampshire,Southampton,Urban
l8146,Canada,Alberta,Edmonton,Rural
l8147,United Kingdom,Brighton and Hove,Eley Drive,Suburban
l8148,Canada,Ontario,Trenton,Urban
l8149,Germany,Nordrhein-Westfalen,Bonn,Urban
l8150,Canada,Ontario,Trenton,Rural
l8151,Canada,British Columbia,Vancouver,Suburban
l8152,United States,Florida,Miami,Suburban
l8153,Germany,Nordrhein-Westfalen,Dortmund,Urban
l8154,Germany,Nordrhein-Westfalen,Bonn,Urban
l8155,United States,California,San Diego,Suburban
l8156,Canada,British Columbia,Dawson Creek,Urban
l8157,Germany,Hessen,Frankfurt,Urban
l8158,Germany,Niedersachsen,Hannover,Suburban
l8159,United Kingdom,Greater London,London,Suburban
l8160,United States,California,Los Angeles,Rural
l8161,United States,Connecticut,Norwalk,Urban
l8162,Canada,Yukon,Whitehorse,Rural
l8163,Canada,British Columbia,Vancouver,Suburban
l8164,United Kingdom,Bristol,Lower Cheltenham Place,Rural
l8165,Germany,Nordrhein-Westfalen,Bonn,Suburban
l8166,Canada,British Columbia,Victoria,Suburban
l8167,Germany,Nordrhein-Westfalen,Krefeld,Urban
l8168,United Kingdom,Greater London,London,Urban
l8169,Canada,Manitoba,Winnipeg,Urban
l8170,United States,Alabama,Birmingham,Rural
l8171,United States,California,Los Angeles,Rural
l8172,Canada,Ontario,Toronto,Suburban
l8173,United States,Alabama,Birmingham,Suburban
l8174,United States,California,Berkeley,Rural
l8175,United States,Colorado,Denver,Urban
l8176,Germany,Niedersachsen,Hannover,Urban
l8177,United States,California,Pasadena,Urban
l8178,Canada,Ontario,Toronto,Urban
l8179,Germany,Hessen,Frankfurt,Rural
l8180,United Kingdom,Reading,Mayfield Drive,Suburban
l8181,United States,California,Pasadena,Urban
l8182,Canada,Ontario,Trenton,Suburban
l8183,Germany,Nordrhein-Westfalen,Bonn,Rural
l8184,United States,Colorado,Denver,Suburban
l8185,Germany,Bayern,Aachen,Rural
l8186,Canada,Quebec,Hull,Urban
l8187,Canada,British Columbia,Kelowna,Suburban
l8188,United Kingdom,Bristol,Lower Cheltenham Place,Suburban
l8189,United States,Arizona,Tucson,Suburban
l8190,United States,Florida,Miami,Rural
l8191,Canada,Manitoba,Winnipeg,Rural
l8192,United Kingdom,Oxfordshire,Oxford,Urban
l8193,Germany,Nordrhein-Westfalen,Dusseldorf,Urban
l8194,United States,Colorado,Denver,Rural
l8195,Canada,Quebec,Montreal,Rural
l8196,United States,Florida,Tallahassee,Suburban
l8197,Germany,Hamburg,Hamburg,Rural
l8198,United States,Colorado,Boulder,Suburban
l8199,Canada,New Brunswick,Moncton,Urban
l8200,United States,Alabama,Mobile,Rural
l8201,United States,Florida,Miami,Suburban
l8202,United States,California,San Clara,Rural
l8203,United Kingdom,Reading,Woodwaye,Suburban
l8204,Germany,Bayern,Munchen,Rural
l8205,Canada,New Brunswick,Fredericton,Rural
l8206,United States,California,San Diego,Rural
l8207,Canada,Quebec,Montreal,Urban
l8208,Germany,Nordrhein-Westfalen,Dortmund,Urban
l8209,Germany,Bayern,Munchen,Rural
l8210,United Kingdom,Brighton and Hove,Eley Drive,Urban
l8211,Canada,Quebec,Montreal,Rural
l8212,United Kingdom,Luton,Carlton Crescent,Suburban
l8213,United States,Florida,Miami,Suburban
l8214,United Kingdom,Brighton and Hove,Eley Drive,Urban
l8215,United Kingdom,West Midlands,Birmingham,Rural
l8216,Canada,Quebec,Montreal,Urban
l8217,Canada,Quebec,Montreal,Rural
l8218,Canada,Ontario,Toronto,Rural
l8219,United States,California,Los Angeles,Urban
l8220,United States,Florida,Miami,Rural
l8221,Canada,Quebec,Montreal,Urban
l8222,United States,California,Anaheim,Urban
l8223,Germany,Mecklenburg-Vorpommern,Solingen,Suburban
l8224,United Kingdom,West Midlands,Birmingham,Rural
l8225,United States,Arkansas,Little Rock,Rural
l8226,United Kingdom,Greater London,London,Urban
l8227,Canada,Alberta,Edmonton,Rural
l8228,United States,California,Berkeley,Rural
l8229,Canada,Quebec,Quebec City,Rural
l8230,Germany,Hamburg,Hamburg,Rural
l8231,United Kingdom,Greater London,London,Suburban
l8232,United Kingdom,Buckinghamshire,Milton Keynes,Urban
l8233,Germany,Rheinland-Pfalz,Mainz,Urban
l8234,Germany,Niedersachsen,Hannover,Urban
l8235,United States,Arkansas,Fayetteville,Rural
l8236,United States,Alabama,Birmingham,Urban
l8237,United States,California,Anaheim,Suburban
l8238,Canada,Alberta,Edmonton,Suburban
l8239,United Kingdom,Greater London,London,Rural
l8240,United Kingdom,Greater London,London,Rural
l8241,Canada,British Columbia,West Vancouver,Suburban
l8242,United Kingdom,Buckinghamshire,Milton Keynes,Suburban
l8243,Canada,Newfoundland,St. John's,Rural
l8244,United States,DC,Washington,Suburban
l8245,Germany,Niedersachsen,Hannover,Rural
l8246,Canada,Ontario,Kingston,Suburban
l8247,United States,California,Los Angeles,Rural
l8248,United Kingdom,Reading,Back Lane,Suburban
l8249,Germany,Nordrhein-Westfalen,Bonn,Rural
l8250,United States,Alabama,Mobile,Urban
l8251,Canada,Quebec,Montreal,Urban
l8252,Canada,Ontario,Toronto,Rural
l8253,United Kingdom,Buckinghamshire,Milton Keynes,Rural
l8254,Canada,British Columbia,West Vancouver,Suburban
l8255,Canada,Saskatchewan,Regina,Suburban
l8256,United Kingdom,Greater London,London,Suburban
l8257,Canada,Ontario,Toronto,Suburban
l8258,Canada,Quebec,Montreal,Suburban
l8259,Germany,Niedersachsen,Hannover,Urban
l8260,United States,California,Berkeley,Rural
l8261,United Kingdom,Bristol,Lower Cheltenham Place,Suburban
l8262,Canada,British Columbia,Vancouver,Suburban
l8263,Canada,Ontario,Trenton,Suburban
l8264,Canada,Ontario,Thunder Bay,Rural
l8265,United States,Georgia,Atlanta,Urban
l8266,United States,Georgia,Atlanta,Suburban
l8267,United States,California,Los Angeles,Rural
l8268,United Kingdom,Reading,Woodwaye,Rural
l8269,United States,Colorado,Denver,Suburban
l8270,United States,Connecticut,Norwalk,Urban
l8271,United States,Colorado,Boulder,Rural
l8272,United Kingdom,Greater London,London,Rural
l8273,United States,Colorado,Boulder,Urban
l8274,United States,Arizona,Phoenix,Rural
l8275,Canada,Quebec,Quebec City,Urban
l8276,Germany,Hessen,Frankfurt,Rural
l8277,United States,Florida,Miami,Urban
l8278,Canada,Ontario,Toronto,Rural
l8279,Germany,Bayern,Munchen,Suburban
l8280,Canada,Ontario,Toronto,Suburban
l8281,United Kingdom,Luton,Carlton Crescent,Rural
l8282,Canada,Quebec,Montreal,Suburban
l8283,United States,California,San Francisco,Urban
l8284,Germany,Rheinland-Pfalz,Mainz,Rural
l8285,United Kingdom,Reading,Back Lane,Urban
l8286,United States,Florida,Orlando,Rural
l8287,United States,Georgia,Atlanta,Urban
l8288,United Kingdom,Nottinghamshire,Nottingham,Suburban
l8289,Germany,Bayern,Munchen,Urban
l8290,Germany,Baden-Wurttemberg,Mannheim,Rural
l8291,Germany,Nordrhein-Westfalen,Dusseldorf,Rural
l8292,United States,Colorado,Denver,Rural
l8293,United States,Colorado,Denver,Rural
l8294,Canada,Ontario,Toronto,Urban
l8295,Canada,Ontario,Sudbury,Rural
l8296,United States,California,Los Angeles,Urban
l8297,Canada,Ontario,Trenton,Rural
l8298,United Kingdom,Brighton and Hove,Mafeking Road,Rural
l8299,Canada,Manitoba,Winnipeg,Urban
l8300,United Kingdom,Hampshire,Southampton,Rural
l8301,United Kingdom,Brighton and Hove,Mafeking Road,Rural
l8302,United States,Georgia,Atlanta,Rural
l8303,United States,California,Los Angeles,Suburban
l8304,Germany,Berlin,Berlin,Rural
l8305,Germany,Bremen,Bremen,Rural
l8306,United Kingdom,Greater London,London,Rural
l8307,United Kingdom,Hampshire,Southampton,Rural
l8308,Germany,Nordrhein-Westfalen,Koln,Urban
l8309,United Kingdom,Greater London,London,Suburban
l8310,Canada,Quebec,Montreal,Suburban
l8311,United Kingdom,West Midlands,Birmingham,Rural
l8312,United States,Arkansas,Little Rock,Rural
l8313,Germany,Bremen,Bremen,Suburban
l8314,Canada,Quebec,Montreal,Urban
l8315,Germany,Nordrhein-Westfalen,Dusseldorf,Rural
l8316,United Kingdom,Greater London,London,Urban
l8317,United States,Alaska,Anchorage,Urban
l8318,Germany,Bremen,Bremen,Suburban
l8319,United Kingdom,Oxfordshire,Oxford,Urban
l8320,Canada,British Columbia,West Vancouver,Rural
l8321,Germany,Bayern,Nurnberg,Suburban
l8322,United Kingdom,Nottinghamshire,Nottingham,Rural
l8323,United States,Alaska,Anchorage,Rural
l8324,United Kingdom,Brighton and Hove,Eley Drive,Rural
l8325,United States,Arizona,Phoenix,Rural
l8326,Canada,Ontario,Toronto,Rural
l8327,Germany,Hamburg,Hamburg,Suburban
l8328,United Kingdom,Greater London,London,Rural
l8329,United Kingdom,Brighton and Hove,Bear Road,Urban
l8330,United States,Arizona,Tucson,Rural
l8331,Canada,Quebec,Montreal,Suburban
l8332,Germany,Nordrhein-Westfalen,Bonn,Urban
l8333,Germany,Nordrhein-Westfalen,Bonn,Suburban
l8334,Canada,Quebec,Quebec City,Urban
l8335,Germany,Baden-Wurttemberg,Leonberg,Rural
l8336,United Kingdom,West Midlands,Birmingham,Urban
l8337,United States,Colorado,Denver,Urban
l8338,United Kingdom,Greater London,London,Urban
l8339,United States,Alabama,Mobile,Rural
l8340,United Kingdom,Brighton and Hove,Mafeking Road,Suburban
l8341,United Kingdom,West Midlands,Birmingham,Urban
l8342,United Kingdom,Brighton and Hove,Maldon Road,Rural
l8343,Germany,Baden-Wurttemberg,Mannheim,Rural
l8344,Germany,Rheinland-Pfalz,Mainz,Rural
l8345,Germany,Berlin,Berlin,Suburban
l8346,Canada,Ontario,Toronto,Urban
l8347,Canada,Ontario,Trenton,Suburban
l8348,United Kingdom,West Midlands,Birmingham,Urban
l8349,Canada,Quebec,Quebec City,Rural
l8350,Canada,Alberta,Edmonton,Urban
l8351,Germany,Bayern,Munchen,Urban
l8352,Germany,Thuringen,Erfurt,Rural
l8353,United States,Florida,Miami,Urban
l8354,Canada,British Columbia,Vancouver,Suburban
l8355,United States,Colorado,Denver,Urban
l8356,Canada,Quebec,Montreal,Suburban
l8357,United Kingdom,Hampshire,Southampton,Urban
l8358,Germany,Hamburg,Hamburg,Rural
l8359,United States,Colorado,Colorado Springs,Suburban
l8360,Canada,Quebec,Hull,Suburban
l8361,United States,Alabama,Birmingham,Rural
l8362,Canada,Saskatchewan,Regina,Urban
l8363,United States,Alabama,Mobile,Urban
l8364,United Kingdom,Bristol,The Crescent,Suburban
