profile_id,month_as_member,education,marital_status
cp10342,50,Bachelor,Married
cp10343,56,College,Divorced
cp10344,34,Bachelor,Married
cp10345,52,College,Single
cp10346,51,Master,Single
cp10347,40,Bachelor,Married
cp10348,69,Bachelor,Married
cp10349,39,Bachelor,Married
cp10350,53,Bachelor,Married
cp10351,55,Bachelor,Married
cp10352,49,College,Single
cp10353,60,Bachelor,Divorced
cp10354,63,Bachelor,Divorced
cp10355,57,Master,Divorced
cp10356,47,Bachelor,Single
cp10357,53,Bachelor,Married
cp10358,39,College,Single
cp10359,65,Bachelor,Married
cp10360,52,Bachelor,Married
cp10361,31,College,Single
cp10362,33,High School or Below,Single
cp10363,70,College,Single
cp10364,45,Bachelor,Married
cp10365,57,High School or Below,Single
cp10366,40,Bachelor,Single
cp10367,32,Bachelor,Married
cp10368,39,Bachelor,Married
cp10369,44,Bachelor,Married
cp10370,54,College,Divorced
cp10371,70,Bachelor,Divorced
cp10372,44,College,Married
cp10373,57,Bachelor,Married
cp10374,26,Bachelor,Married
cp10375,47,Bachelor,Married
cp10376,60,College,Single
cp10377,52,College,Married
cp10378,70,High School or Below,Married
cp10379,59,Bachelor,Divorced
cp10380,43,High School or Below,Married
cp10381,64,Bachelor,Married
cp10382,38,Bachelor,Married
cp10383,58,Bachelor,Married
cp10384,50,College,Married
cp10385,67,College,Single
cp10386,48,Bachelor,Married
cp10387,68,Bachelor,Married
cp10388,27,Bachelor,Single
cp10389,48,Bachelor,Divorced
cp10390,49,Bachelor,Married
cp10391,30,Bachelor,Married
cp10392,50,Bachelor,Single
cp10393,53,College,Married
cp10394,47,Bachelor,Single
cp10395,53,College,Single
cp10396,70,College,Married
cp10397,52,Bachelor,Married
cp10398,33,Bachelor,Divorced
cp10399,55,High School or Below,Married
cp10400,56,College,Single
cp10401,55,College,Married
cp10402,56,Bachelor,Married
cp10403,49,Bachelor,Married
cp10404,66,College,Married
cp10405,53,Bachelor,Single
cp10406,43,College,Single
cp10407,56,College,Single
cp10408,33,Master,Married
cp10409,61,Bachelor,Single
cp10410,51,College,Single
cp10411,45,Bachelor,Married
cp10412,60,Doctor,Divorced
cp10413,49,College,Married
cp10414,53,Bachelor,Married
cp10415,52,College,Married
cp10416,50,High School or Below,Divorced
cp10417,58,College,Married
cp10418,69,College,Single
cp10419,53,Bachelor,Married
cp10420,51,Master,Married
cp10421,37,High School or Below,Divorced
cp10422,70,Bachelor,Married
cp10423,62,College,Single
cp10424,56,Bachelor,Married
cp10425,26,Bachelor,Married
cp10426,62,High School or Below,Divorced
cp10427,49,Bachelor,Married
cp10428,54,Bachelor,Married
cp10429,40,College,Single
cp10430,70,College,Married
cp10431,37,Bachelor,Divorced
cp10432,58,College,Married
cp10433,49,College,Married
cp10434,37,Bachelor,Married
cp10435,61,College,Single
cp10436,48,College,Married
cp10437,38,Bachelor,Married
cp10438,31,Bachelor,Divorced
cp10439,53,Bachelor,Divorced
cp10440,40,Bachelor,Married
cp10441,67,Bachelor,Married
cp10442,42,Bachelor,Married
cp10443,64,Bachelor,Married
cp10444,51,College,Single
cp10445,48,Bachelor,Single
cp10446,68,Bachelor,Single
cp10447,44,Bachelor,Married
cp10448,61,College,Single
cp10449,40,Bachelor,Married
cp10450,48,Bachelor,Divorced
cp10451,46,College,Single
cp10452,45,Bachelor,Married
cp10453,31,Bachelor,Married
cp10454,37,College,Married
cp10455,40,College,Single
cp10456,31,Bachelor,Married
cp10457,54,Bachelor,Married
cp10458,61,Bachelor,Married
cp10459,70,College,Single
cp10460,59,Bachelor,Married
cp10461,50,College,Married
cp10462,39,Bachelor,Married
cp10463,31,Bachelor,Married
cp10464,29,College,Single
cp10465,45,College,Married
cp10466,61,Bachelor,Married
cp10467,45,College,Single
cp10468,36,Bachelor,Married
cp10469,45,College,Single
cp10470,35,Bachelor,Married
cp10471,32,College,Single
cp10472,59,College,Married
cp10473,70,Doctor,Divorced
cp10474,60,Doctor,Married
cp10475,60,Bachelor,Married
cp10476,60,High School or Below,Married
cp10477,54,College,Married
cp10478,40,College,Single
cp10479,32,Bachelor,Married
cp10480,59,Bachelor,Married
cp10481,65,Master,Divorced
cp10482,38,Bachelor,Single
cp10483,31,Bachelor,Married
cp10484,45,Bachelor,Married
cp10485,66,Bachelor,Single
cp10486,48,Bachelor,Married
cp10487,52,Bachelor,Married
cp10488,64,Doctor,Married
cp10489,48,College,Single
cp10490,64,Bachelor,Married
cp10491,42,College,Married
cp10492,25,College,Single
cp10493,47,Bachelor,Married
cp10494,54,Bachelor,Married
cp10495,62,Bachelor,Married
cp10496,53,College,Single
cp10497,66,College,Married
cp10498,49,Bachelor,Married
cp10499,58,High School or Below,Married
cp10500,46,Bachelor,Married
cp10501,42,Bachelor,Single
cp10502,33,Bachelor,Married
cp10503,58,Bachelor,Divorced
cp10504,45,Bachelor,Married
cp10505,62,Bachelor,Married
cp10506,63,High School or Below,Divorced
cp10507,56,Bachelor,Married
cp10508,62,College,Married
cp10509,48,Bachelor,Divorced
cp10510,53,Bachelor,Married
cp10511,65,Bachelor,Divorced
cp10512,47,Bachelor,Married
cp10513,69,Bachelor,Married
cp10514,43,Bachelor,Married
cp10515,40,Bachelor,Married
cp10516,34,Bachelor,Divorced
cp10517,41,College,Divorced
cp10518,51,Master,Single
cp10519,41,Bachelor,Married
cp10520,60,Bachelor,Single
cp10521,46,Bachelor,Married
cp10522,66,Bachelor,Single
cp10523,41,Bachelor,Married
cp10524,60,Bachelor,Married
cp10525,60,Bachelor,Married
cp10526,53,College,Single
cp10527,50,Bachelor,Married
cp10528,50,Bachelor,Married
cp10529,57,Bachelor,Married
cp10530,64,College,Single
cp10531,43,Bachelor,Married
cp10532,67,Bachelor,Married
cp10533,42,Bachelor,Married
cp10534,64,College,Single
cp10535,44,Bachelor,Married
cp10536,43,Bachelor,Single
cp10537,52,Bachelor,Single
cp10538,50,Bachelor,Single
cp10539,52,Bachelor,Married
cp10540,62,Bachelor,Married
cp10541,25,College,Single
cp10542,55,College,Married
cp10543,49,College,Single
cp10544,54,Bachelor,Married
cp10545,33,Bachelor,Married
cp10546,32,Bachelor,Married
cp10547,56,Bachelor,Married
cp10548,39,Master,Divorced
cp10549,65,High School or Below,Married
cp10550,52,Bachelor,Married
cp10551,65,College,Single
cp10552,32,College,Single
cp10553,42,Bachelor,Married
cp10554,52,Master,Divorced
cp10555,54,Bachelor,Divorced
cp10556,43,Bachelor,Single
cp10557,53,Bachelor,Married
cp10558,52,Bachelor,Married
cp10559,34,Bachelor,Married
cp10560,60,College,Single
cp10561,28,Bachelor,Married
cp10562,40,Bachelor,Married
cp10563,42,Doctor,Married
cp10564,59,Bachelor,Married
cp10565,43,Bachelor,Single
cp10566,53,College,Single
cp10567,59,Bachelor,Married
cp10568,42,Bachelor,Married
cp10569,39,Bachelor,Married
cp10570,55,Bachelor,Married
cp10571,45,Bachelor,Married
cp10572,58,Bachelor,Married
cp10573,54,College,Single
cp10574,43,High School or Below,Divorced
cp10575,51,Bachelor,Married
cp10576,53,Bachelor,Married
cp10577,53,College,Married
cp10578,48,Bachelor,Married
cp10579,64,Bachelor,Married
cp10580,51,Bachelor,Married
cp10581,47,Master,Divorced
cp10582,35,Bachelor,Divorced
cp10583,45,Bachelor,Single
cp10584,58,Bachelor,Married
cp10585,49,Bachelor,Married
cp10586,43,College,Married
cp10587,37,Bachelor,Divorced
cp10588,41,High School or Below,Married
cp10589,53,Bachelor,Married
cp10590,35,Bachelor,Married
cp10591,52,Bachelor,Married
cp10592,58,Bachelor,Married
cp10593,46,High School or Below,Married
cp10594,53,Bachelor,Married
cp10595,40,Bachelor,Married
cp10596,27,Doctor,Divorced
cp10597,49,Bachelor,Married
cp10598,42,Bachelor,Married
cp10599,33,College,Single
cp10600,46,Bachelor,Married
cp10601,51,College,Married
cp10602,47,Doctor,Married
cp10603,47,College,Single
cp10604,45,Bachelor,Divorced
cp10605,58,Doctor,Married
cp10606,50,Bachelor,Divorced
cp10607,42,Master,Divorced
cp10608,51,Bachelor,Married
cp10609,42,College,Married
cp10610,57,Bachelor,Married
cp10611,60,Bachelor,Married
cp10612,66,Bachelor,Divorced
cp10613,53,Bachelor,Married
cp10614,42,Bachelor,Married
cp10615,41,Bachelor,Divorced
cp10616,59,Bachelor,Married
cp10617,56,Bachelor,Married
cp10618,43,Bachelor,Single
cp10619,53,Doctor,Single
cp10620,62,Master,Single
cp10621,37,College,Married
cp10622,36,College,Married
cp10623,49,Bachelor,Single
cp10624,31,Doctor,Married
cp10625,51,Bachelor,Divorced
cp10626,66,Bachelor,Married
cp10627,37,Bachelor,Married
cp10628,69,Bachelor,Single
cp10629,69,Bachelor,Married
cp10630,52,Bachelor,Single
cp10631,55,Bachelor,Married
cp10632,48,Bachelor,Married
cp10633,44,College,Single
cp10634,60,Doctor,Married
cp10635,58,Bachelor,Married
cp10636,51,Bachelor,Married
cp10637,47,College,Single
cp10638,68,Bachelor,Married
cp10639,67,Bachelor,Married
cp10640,54,Master,Married
cp10641,51,Bachelor,Married
cp10642,49,Bachelor,Divorced
cp10643,68,College,Married
cp10644,44,College,Single
cp10645,47,College,Divorced
cp10646,61,Master,Married
cp10647,25,Bachelor,Married
cp10648,30,Master,Married
cp10649,53,College,Married
cp10650,47,Bachelor,Married
cp10651,40,Bachelor,Single
cp10652,50,Bachelor,Married
cp10653,42,Bachelor,Married
cp10654,27,Bachelor,Married
cp10655,60,Bachelor,Single
cp10656,53,Bachelor,Single
cp10657,69,Bachelor,Married
cp10658,47,College,Single
cp10659,48,Bachelor,Married
cp10660,51,High School or Below,Married
cp10661,55,Bachelor,Married
cp10662,27,College,Married
cp10663,52,Bachelor,Married
cp10664,66,Master,Married
cp10665,70,College,Divorced
cp10666,46,College,Married
cp10667,47,High School or Below,Divorced
cp10668,53,Bachelor,Divorced
cp10669,36,College,Single
cp10670,34,Bachelor,Single
cp10671,46,College,Divorced
cp10672,50,Bachelor,Married
cp10673,33,Bachelor,Single
cp10674,60,Bachelor,Single
cp10675,59,Bachelor,Divorced
cp10676,54,College,Married
cp10677,53,Bachelor,Married
cp10678,48,College,Single
cp10679,62,Bachelor,Married
cp10680,60,Bachelor,Married
cp10681,46,Bachelor,Married
cp10682,61,Bachelor,Married
cp10683,63,College,Married
cp10684,54,Bachelor,Married
cp10685,65,Bachelor,Married
cp10686,45,Bachelor,Divorced
cp10687,49,Doctor,Married
cp10688,70,Bachelor,Married
cp10689,49,Bachelor,Married
cp10690,41,College,Single
cp10691,47,Bachelor,Married
cp10692,46,Bachelor,Married
cp10693,61,Bachelor,Married
cp10694,40,Master,Married
cp10695,42,College,Single
cp10696,57,College,Married
cp10697,63,College,Married
cp10698,67,Bachelor,Married
cp10699,39,Bachelor,Married
cp10700,50,Bachelor,Single
cp10701,70,Bachelor,Single
cp10702,49,Bachelor,Married
cp10703,34,Bachelor,Married
cp10704,25,Bachelor,Married
cp10705,42,Bachelor,Married
cp10706,65,Bachelor,Married
cp10707,64,Doctor,Married
cp10708,42,Bachelor,Single
cp10709,69,College,Single
cp10710,64,Bachelor,Married
cp10711,39,Bachelor,Married
cp10712,49,College,Single
cp10713,64,Bachelor,Married
cp10714,44,College,Single
cp10715,41,Bachelor,Married
cp10716,34,College,Single
cp10717,54,College,Single
cp10718,37,College,Single
cp10719,50,College,Single
cp10720,56,Bachelor,Married
cp10721,54,College,Single
cp10722,34,Bachelor,Divorced
cp10723,57,Bachelor,Married
cp10724,54,Bachelor,Married
cp10725,58,Bachelor,Married
cp10726,35,Bachelor,Married
cp10727,50,Bachelor,Married
cp10728,53,Bachelor,Divorced
cp10729,47,Bachelor,Single
cp10730,50,Bachelor,Divorced
cp10731,59,Bachelor,Married
cp10732,47,College,Single
cp10733,62,Bachelor,Married
cp10734,47,Bachelor,Married
cp10735,42,Bachelor,Married
cp10736,47,Bachelor,Married
cp10737,25,Bachelor,Married
cp10738,41,College,Married
cp10739,69,College,Single
cp10740,41,Bachelor,Married
cp10741,66,Bachelor,Married
cp10742,70,Bachelor,Divorced
cp10743,66,Bachelor,Married
cp10744,49,Bachelor,Married
cp10745,58,Bachelor,Single
cp10746,65,High School or Below,Divorced
cp10747,63,College,Single
cp10748,48,Bachelor,Divorced
cp10749,60,College,Single
cp10750,51,Bachelor,Married
cp10751,41,Bachelor,Married
cp10752,47,College,Single
cp10753,70,Bachelor,Married
cp10754,52,Bachelor,Married
cp10755,29,Bachelor,Married
cp10756,40,Bachelor,Married
cp10757,61,Bachelor,Married
cp10758,64,College,Married
cp10759,47,Bachelor,Single
cp10760,67,Bachelor,Married
cp10761,29,College,Single
cp10762,64,Bachelor,Divorced
cp10763,45,Bachelor,Married
cp10764,58,Bachelor,Single
cp10765,34,Bachelor,Divorced
cp10766,29,Bachelor,Married
cp10767,58,High School or Below,Divorced
cp10768,66,Bachelor,Single
cp10769,48,Bachelor,Single
cp10770,46,Bachelor,Married
cp10771,33,Bachelor,Divorced
cp10772,42,College,Single
cp10773,32,Bachelor,Married
cp10774,42,College,Divorced
cp10775,45,Bachelor,Single
cp10776,47,College,Married
cp10777,46,Bachelor,Married
cp10778,48,Bachelor,Married
cp10779,47,Bachelor,Single
cp10780,52,College,Divorced
cp10781,56,Bachelor,Married
cp10782,53,Bachelor,Married
cp10783,42,College,Married
cp10784,26,Bachelor,Married
cp10785,52,Bachelor,Married
cp10786,62,Bachelor,Married
cp10787,53,College,Single
cp10788,64,Bachelor,Married
cp10789,47,Bachelor,Divorced
cp10790,63,Bachelor,Married
cp10791,29,Bachelor,Married
cp10792,40,Bachelor,Married
cp10793,50,Bachelor,Married
cp10794,60,Bachelor,Married
cp10795,45,Bachelor,Married
cp10796,60,Bachelor,Divorced
cp10797,64,College,Single
cp10798,69,College,Single
cp10799,63,Bachelor,Married
cp10800,64,College,Married
cp10801,45,Bachelor,Divorced
cp10802,59,Bachelor,Married
cp10803,52,Bachelor,Married
cp10804,59,Bachelor,Married
cp10805,46,High School or Below,Married
cp10806,31,College,Married
cp10807,47,Bachelor,Married
cp10808,62,Bachelor,Married
cp10809,47,Bachelor,Married
cp10810,58,College,Single
cp10811,43,Bachelor,Divorced
cp10812,34,Bachelor,Married
cp10813,57,Bachelor,Married
cp10814,54,Doctor,Married
cp10815,55,Bachelor,Divorced
cp10816,32,Bachelor,Married
cp10817,44,Bachelor,Single
cp10818,51,College,Married
cp10819,42,College,Single
cp10820,64,Bachelor,Divorced
cp10821,30,Bachelor,Married
cp10822,70,Bachelor,Married
cp10823,41,Bachelor,Single
cp10824,48,College,Married
cp10825,52,College,Married
cp10826,50,College,Single
cp10827,44,Bachelor,Married
cp10828,36,Bachelor,Single
cp10829,48,Bachelor,Married
cp10830,47,Bachelor,Married
cp10831,42,College,Single
cp10832,25,Bachelor,Single
cp10833,60,Bachelor,Single
cp10834,44,Bachelor,Married
cp10835,46,Bachelor,Married
cp10836,38,Master,Divorced
cp10837,50,Bachelor,Married
cp10838,48,Master,Divorced
cp10839,26,College,Married
cp10840,25,Master,Divorced
cp10841,42,College,Married
cp10842,60,Doctor,Married
cp10843,69,Bachelor,Married
cp10844,55,College,Single
cp10845,42,Bachelor,Divorced
cp10846,49,Doctor,Married
cp10847,42,Master,Married
cp10848,30,Doctor,Married
cp10849,61,College,Married
cp10850,31,Bachelor,Married
cp10851,41,College,Married
cp10852,55,Bachelor,Married
cp10853,50,Bachelor,Married
cp10854,48,College,Single
cp10855,36,Bachelor,Married
cp10856,39,Bachelor,Married
cp10857,39,Bachelor,Married
cp10858,62,Bachelor,Married
cp10859,34,Bachelor,Single
cp10860,48,Doctor,Married
cp10861,36,College,Divorced
cp10862,34,College,Married
cp10863,53,Bachelor,Divorced
cp10864,60,Bachelor,Divorced
cp10865,54,Bachelor,Divorced
cp10866,53,College,Single
cp10867,54,College,Single
cp10868,44,Bachelor,Divorced
cp10869,53,Bachelor,Married
cp10870,54,Bachelor,Divorced
cp10871,42,Doctor,Married
cp10872,59,Bachelor,Married
cp10873,55,Bachelor,Married
cp10874,51,College,Single
cp10875,48,Bachelor,Married
cp10876,46,High School or Below,Married
cp10877,29,Bachelor,Married
cp10878,63,Bachelor,Married
cp10879,56,Bachelor,Married
cp10880,43,Bachelor,Married
cp10881,37,Bachelor,Married
cp10882,67,Doctor,Married
cp10883,40,Bachelor,Married
cp10884,63,College,Single
cp10885,52,Bachelor,Married
cp10886,34,College,Single
cp10887,35,Bachelor,Married
cp10888,56,College,Single
cp10889,30,Bachelor,Married
cp10890,25,Bachelor,Divorced
cp10891,52,Bachelor,Married
cp10892,42,College,Single
cp10893,67,Bachelor,Single
cp10894,53,Bachelor,Married
cp10895,43,Bachelor,Married
cp10896,40,Bachelor,Divorced
cp10897,45,College,Single
cp10898,34,College,Single
cp10899,40,Bachelor,Married
cp10900,48,College,Married
cp10901,25,Bachelor,Married
cp10902,67,College,Single
cp10903,39,Doctor,Divorced
cp10904,45,Bachelor,Divorced
cp10905,39,Bachelor,Married
cp10906,66,Bachelor,Married
cp10907,39,Master,Divorced
cp10908,56,Bachelor,Married
cp10909,56,Doctor,Divorced
cp10910,47,Bachelor,Single
cp10911,34,College,Single
cp10912,63,College,Married
cp10913,30,Bachelor,Married
cp10914,45,Master,Married
cp10915,53,Bachelor,Married
cp10916,61,Bachelor,Married
cp10917,26,Bachelor,Divorced
cp10918,57,Doctor,Divorced
cp10919,57,College,Single
cp10920,49,Bachelor,Single
cp10921,53,College,Single
cp10922,53,Bachelor,Married
cp10923,53,College,Married
cp10924,61,Bachelor,Married
cp10925,61,Bachelor,Divorced
cp10926,61,Bachelor,Married
cp10927,29,Bachelor,Married
cp10928,56,Bachelor,Married
cp10929,53,Bachelor,Divorced
cp10930,47,College,Single
cp10931,68,Bachelor,Married
cp10932,25,Bachelor,Married
cp10933,41,College,Married
cp10934,36,Bachelor,Married
cp10935,66,Bachelor,Single
cp10936,56,Bachelor,Married
cp10937,53,Bachelor,Married
cp10938,66,Bachelor,Divorced
cp10939,46,Doctor,Divorced
cp10940,58,Master,Divorced
cp10941,56,Bachelor,Married
cp10942,57,Bachelor,Married
cp10943,62,College,Single
cp10944,54,College,Single
cp10945,55,College,Single
cp10946,67,Bachelor,Divorced
cp10947,46,Bachelor,Married
cp10948,49,College,Divorced
cp10949,67,Bachelor,Married
cp10950,48,Bachelor,Married
cp10951,55,Bachelor,Married
cp10952,51,Bachelor,Single
cp10953,35,Bachelor,Married
cp10954,34,High School or Below,Divorced
cp10955,51,Bachelor,Married
cp10956,35,College,Single
cp10957,38,Bachelor,Married
cp10958,34,High School or Below,Married
cp10959,34,Bachelor,Married
cp10960,64,Bachelor,Divorced
cp10961,26,Bachelor,Married
cp10962,39,Bachelor,Married
cp10963,56,Bachelor,Married
cp10964,70,Bachelor,Single
cp10965,38,Bachelor,Married
cp10966,62,Bachelor,Married
cp10967,54,College,Single
cp10968,61,College,Married
cp10969,57,Bachelor,Married
cp10970,26,Bachelor,Married
cp10971,61,Bachelor,Single
cp10972,43,College,Single
cp10973,47,Bachelor,Married
cp10974,46,College,Married
cp10975,58,High School or Below,Single
cp10976,61,High School or Below,Married
cp10977,65,Bachelor,Married
cp10978,43,Bachelor,Divorced
cp10979,55,Bachelor,Married
cp10980,52,Bachelor,Married
cp10981,69,Bachelor,Divorced
cp10982,49,High School or Below,Married
cp10983,26,College,Married
cp10984,44,Bachelor,Married
cp10985,56,College,Married
cp10986,55,Bachelor,Married
cp10987,60,Bachelor,Married
cp10988,61,College,Married
cp10989,56,Doctor,Single
cp10990,59,College,Married
cp10991,59,Bachelor,Single
cp10992,44,Bachelor,Single
cp10993,46,Master,Single
cp10994,47,High School or Below,Married
cp10995,62,Bachelor,Married
cp10996,59,College,Married
cp10997,68,Bachelor,Married
cp10998,35,Doctor,Divorced
cp10999,64,Bachelor,Single
cp11000,46,Bachelor,Married
cp11001,65,Master,Married
cp11002,52,Bachelor,Divorced
cp11003,29,Bachelor,Married
cp11004,57,College,Divorced
cp11005,70,Bachelor,Married
cp11006,69,Doctor,Married
cp11007,39,Bachelor,Married
cp11008,70,Bachelor,Married
cp11009,50,Bachelor,Single
cp11010,63,Doctor,Married
cp11011,53,College,Single
cp11012,63,College,Single
cp11013,53,Bachelor,Divorced
cp11014,59,Bachelor,Divorced
cp11015,38,Bachelor,Married
cp11016,47,Bachelor,Married
cp11017,60,Bachelor,Married
cp11018,43,Bachelor,Married
cp11019,46,Bachelor,Married
cp11020,48,High School or Below,Single
cp11021,62,College,Married
cp11022,45,Bachelor,Married
cp11023,43,College,Married
cp11024,47,Bachelor,Married
cp11025,68,Master,Divorced
cp11026,46,College,Single
cp11027,70,Bachelor,Married
cp11028,46,Bachelor,Married
cp11029,69,College,Single
cp11030,47,Bachelor,Single
cp11031,33,Bachelor,Divorced
cp11032,58,Bachelor,Married
cp11033,55,Bachelor,Married
cp11034,47,Doctor,Married
cp11035,57,Bachelor,Married
cp11036,48,Doctor,Married
cp11037,48,Bachelor,Married
cp11038,25,College,Single
cp11039,45,Bachelor,Married
cp11040,56,Doctor,Single
cp11041,62,Bachelor,Married
cp11042,27,Bachelor,Single
cp11043,67,College,Single
cp11044,60,Bachelor,Married
cp11045,51,Bachelor,Divorced
cp11046,55,Bachelor,Divorced
cp11047,60,Bachelor,Married
cp11048,67,High School or Below,Single
cp11049,70,Bachelor,Married
cp11050,28,College,Single
cp11051,63,Bachelor,Married
cp11052,56,College,Married
cp11053,61,Bachelor,Married
cp11054,26,Bachelor,Married
cp11055,62,College,Married
cp11056,64,High School or Below,Single
cp11057,53,Bachelor,Single
cp11058,52,Bachelor,Single
cp11059,36,Master,Single
cp11060,60,College,Married
cp11061,37,Bachelor,Married
cp11062,65,Bachelor,Single
cp11063,63,Bachelor,Married
cp11064,40,Doctor,Single
cp11065,35,Bachelor,Married
cp11066,59,High School or Below,Married
cp11067,70,College,Married
cp11068,43,College,Single
cp11069,62,Bachelor,Divorced
cp11070,28,Bachelor,Divorced
cp11071,46,Bachelor,Married
cp11072,61,Bachelor,Married
cp11073,69,College,Divorced
cp11074,35,College,Divorced
cp11075,53,Bachelor,Divorced
cp11076,28,High School or Below,Married
cp11077,38,College,Single
cp11078,47,Bachelor,Married
cp11079,39,College,Single
cp11080,66,Bachelor,Married
cp11081,61,Bachelor,Married
cp11082,65,Bachelor,Married
cp11083,55,Bachelor,Single
cp11084,42,Bachelor,Married
cp11085,46,Bachelor,Single
cp11086,28,College,Single
cp11087,53,Bachelor,Married
cp11088,69,College,Single
cp11089,50,Bachelor,Single
cp11090,29,Bachelor,Married
cp11091,34,College,Single
cp11092,31,Bachelor,Married
cp11093,37,College,Married
cp11094,50,Bachelor,Single
cp11095,37,Bachelor,Married
cp11096,36,College,Married
cp11097,48,College,Married
cp11098,66,Bachelor,Married
cp11099,63,College,Divorced
cp11100,35,Bachelor,Married
cp11101,39,Bachelor,Single
cp11102,32,Bachelor,Married
cp11103,63,Doctor,Divorced
cp11104,61,Bachelor,Married
cp11105,64,Bachelor,Married
cp11106,45,Master,Married
cp11107,54,College,Single
cp11108,66,High School or Below,Married
cp11109,42,College,Single
cp11110,60,College,Single
cp11111,64,College,Single
cp11112,41,High School or Below,Married
cp11113,32,Master,Divorced
cp11114,46,College,Single
cp11115,50,Bachelor,Single
cp11116,45,Bachelor,Married
cp11117,39,Bachelor,Married
cp11118,58,Bachelor,Married
cp11119,66,College,Single
cp11120,35,Bachelor,Married
cp11121,64,College,Single
cp11122,66,College,Single
cp11123,42,Bachelor,Divorced
cp11124,26,Bachelor,Divorced
cp11125,41,Bachelor,Married
cp11126,58,Doctor,Divorced
cp11127,51,Bachelor,Married
cp11128,61,Master,Single
cp11129,42,College,Married
cp11130,46,College,Single
cp11131,56,Bachelor,Married
cp11132,30,Bachelor,Divorced
cp11133,40,Bachelor,Married
cp11134,55,College,Single
cp11135,48,College,Single
cp11136,69,College,Married
cp11137,56,Bachelor,Married
cp11138,69,College,Single
cp11139,64,College,Married
cp11140,48,High School or Below,Married
cp11141,58,Bachelor,Married
cp11142,37,College,Single
cp11143,44,Bachelor,Married
cp11144,48,Bachelor,Single
cp11145,69,High School or Below,Married
cp11146,46,Bachelor,Married
cp11147,62,High School or Below,Divorced
cp11148,55,College,Single
cp11149,40,Bachelor,Married
cp11150,57,Bachelor,Divorced
cp11151,56,Bachelor,Married
cp11152,47,Doctor,Married
cp11153,39,Bachelor,Married
cp11154,38,Bachelor,Divorced
cp11155,48,Bachelor,Married
cp11156,44,College,Single
cp11157,47,Bachelor,Married
cp11158,65,College,Single
cp11159,48,Bachelor,Married
cp11160,43,Master,Married
cp11161,58,Bachelor,Divorced
cp11162,54,Bachelor,Married
cp11163,64,Bachelor,Married
cp11164,58,College,Single
cp11165,55,Bachelor,Married
cp11166,42,Bachelor,Married
cp11167,48,College,Married
cp11168,51,College,Divorced
cp11169,53,High School or Below,Divorced
cp11170,36,College,Divorced
cp11171,35,Bachelor,Married
cp11172,55,Bachelor,Married
cp11173,66,Bachelor,Married
cp11174,53,College,Married
cp11175,56,College,Single
cp11176,46,Bachelor,Married
cp11177,33,Bachelor,Divorced
cp11178,32,College,Divorced
cp11179,65,College,Single
cp11180,66,Bachelor,Divorced
cp11181,61,Bachelor,Divorced
cp11182,59,College,Single
cp11183,55,Bachelor,Divorced
cp11184,31,Bachelor,Married
cp11185,33,Bachelor,Single
cp11186,61,College,Married
cp11187,34,Bachelor,Married
cp11188,37,Doctor,Divorced
cp11189,57,College,Single
cp11190,44,Bachelor,Single
cp11191,65,Bachelor,Married
cp11192,53,Bachelor,Married
cp11193,41,College,Married
cp11194,51,Bachelor,Single
cp11195,57,High School or Below,Divorced
cp11196,45,Bachelor,Married
cp11197,57,Master,Married
cp11198,58,High School or Below,Married
cp11199,52,Bachelor,Divorced
cp11200,58,College,Divorced
cp11201,41,Bachelor,Divorced
cp11202,54,Bachelor,Divorced
cp11203,26,Bachelor,Married
cp11204,38,High School or Below,Divorced
cp11205,51,Bachelor,Divorced
cp11206,38,College,Single
cp11207,53,College,Single
cp11208,50,Bachelor,Single
cp11209,57,Bachelor,Married
cp11210,55,Doctor,Married
cp11211,68,Master,Married
cp11212,70,Bachelor,Married
cp11213,52,College,Single
cp11214,53,College,Single
cp11215,52,Bachelor,Single
cp11216,38,Bachelor,Married
cp11217,31,Bachelor,Married
cp11218,36,Bachelor,Single
cp11219,53,Master,Divorced
cp11220,64,College,Married
cp11221,58,Bachelor,Married
cp11222,46,College,Single
cp11223,51,Bachelor,Single
cp11224,56,College,Married
cp11225,33,College,Married
cp11226,44,Bachelor,Married
cp11227,33,Bachelor,Married
cp11228,66,Bachelor,Married
cp11229,46,Bachelor,Married
cp11230,55,College,Single
cp11231,51,Bachelor,Married
cp11232,50,Doctor,Married
cp11233,44,Bachelor,Married
cp11234,36,Bachelor,Married
cp11235,54,College,Married
cp11236,55,Bachelor,Married
cp11237,67,Bachelor,Single
cp11238,46,Bachelor,Married
cp11239,48,College,Married
cp11240,48,Bachelor,Married
cp11241,47,College,Divorced
cp11242,57,College,Single
cp11243,54,College,Married
cp11244,43,Bachelor,Divorced
cp11245,58,Bachelor,Single
cp11246,41,Bachelor,Married
cp11247,47,Bachelor,Married
cp11248,63,Bachelor,Married
cp11249,44,High School or Below,Married
cp11250,60,College,Single
cp11251,46,Bachelor,Married
cp11252,47,Doctor,Divorced
cp11253,51,Bachelor,Single
cp11254,53,Bachelor,Married
cp11255,62,Bachelor,Married
cp11256,44,Bachelor,Married
cp11257,43,Bachelor,Single
cp11258,53,Bachelor,Single
cp11259,61,Bachelor,Married
cp11260,63,Bachelor,Divorced
cp11261,44,Bachelor,Married
cp11262,66,Bachelor,Married
cp11263,51,Bachelor,Married
cp11264,46,Bachelor,Married
cp11265,62,Master,Single
