geo_loc_id,latitude,longitude,postal_code
gl20331,52.486243,-1.890401,35215
gl20332,51.227741,6.773456,40595
gl20333,52.375892,9.73201,30627
gl20334,45.501689,-73.567256,H2T 2J6
gl20335,51.507351,-0.127758,NW1 1LJ
gl20336,51.507351,-0.127758,NW1 1LJ
gl20337,48.135125,11.58198,80331
gl20338,52.486243,-1.890401,B2 4LS
gl20339,49.282729,-123.120738,V5R 1W3
gl20340,52.120533,11.627624,39116
gl20341,51.472253,-0.957451,RG4 5JP
gl20342,53.551085,9.993682,21037
gl20343,61.2181,-149.9003,99534
gl20344,50.844931,-0.158915,BN1 5BD
gl20345,48.135125,11.58198,80331
gl20346,34.052234,-118.243685,90211
gl20347,50.7753,6.0839,44143
gl20348,25.76168,-80.19179,33166
gl20349,51.050409,13.737262,1219
gl20350,37.774929,-122.419416,94129
gl20351,50.110922,8.682127,60386
gl20352,45.42153,-75.697193,K1F 2R2
gl20353,51.1784,-115.5708,T4V 1D4
gl20354,25.76168,-80.19179,33169
gl20355,34.052234,-118.243685,90045
gl20356,34.052234,-118.243685,90101
gl20357,25.76168,-80.19179,33170
gl20358,43.653226,-79.383184,M2Z 4K1
gl20359,34.052234,-118.243685,90203
gl20360,50.816015,-0.065917,BN2 7FG
gl20361,52.486243,-1.890401,35215
gl20362,49.282729,-123.120738,V6E 3Z3
gl20363,51.227741,6.773456,40595
gl20364,49.992862,8.247253,55131
gl20365,51.752021,-1.257726,MK17 9EA
gl20366,51.752021,-1.257726,MK17 9EA
gl20367,37.774929,-122.419416,94127
gl20368,25.76168,-80.19179,33176
gl20369,49.282729,-123.120738,V5R 1W3
gl20370,50.110922,8.682127,60386
gl20371,51.050409,13.737262,1219
gl20372,50.11632,-122.957356,V6T 1Y8
gl20373,51.488204,-2.646076,BS9 2JR
gl20374,49.282729,-123.120738,V6E 3D9
gl20375,50.11632,-122.957356,V6T 1Y8
gl20376,49.282729,-123.120738,V6E 3D9
gl20377,34.052234,-118.243685,90101
gl20378,52.120533,11.627624,39116
gl20379,37.354108,-121.955236,95067
gl20380,51.752021,-1.257726,OX4 1LJ
gl20381,49.282729,-123.120738,V6E 3D9
gl20382,50.7753,6.0839,44143
gl20383,48.544192,12.146853,84028
gl20384,40.014986,-105.270546,80332
gl20385,49.282729,-123.120738,V6E 3D9
gl20386,52.120533,11.627624,39116
gl20387,51.050409,13.737262,1219
gl20388,50.110922,8.682127,60386
gl20389,48.135125,11.58198,80331
gl20390,46.23824,-63.13107,C1A 6E8
gl20391,25.76168,-80.19179,33166
gl20392,45.42153,-75.697193,K1F 2R2
gl20393,25.76168,-80.19179,33166
gl20394,51.507351,-0.127758,NW1 1LJ
gl20395,48.544192,12.146853,84028
gl20396,39.739236,-104.990251,80287
gl20397,34.052234,-118.243685,90203
gl20398,52.486243,-1.890401,B4 7SL
gl20399,32.715738,-117.161084,92120
gl20400,50.834406,-0.124847,BN2 3AL
gl20401,44.101126,-77.576313,K8V 4B2
gl20402,49.282729,-123.120738,V6E 3Z3
gl20403,51.472253,-0.957451,RG4 5JP
gl20404,49.282729,-123.120738,V5R 1W3
gl20405,48.135125,11.58198,80331
gl20406,48.796045,9.009571,71299
gl20407,50.110922,8.682127,65936
gl20408,45.963589,-66.643115,E3B 2H2
gl20409,46.087817,-64.778231,E1A 2A7
gl20410,50.834406,-0.124847,BN2 3AL
gl20411,37.354108,-121.955236,95067
gl20412,50.844931,-0.158915,BN1 5BD
gl20413,45.501689,-73.567256,H2T 2J6
gl20414,45.501689,-73.567256,H2Y 2W2
gl20415,52.486243,-1.890401,B2 4LS
gl20416,45.963589,-66.643115,E3B 2H2
gl20417,49.282729,-123.120738,V6E 3D9
gl20418,51.050409,13.737262,1219
gl20419,50.913425,-1.29459,SO30 0PZ
gl20420,37.774929,-122.419416,94127
gl20421,50.816015,-0.065917,BN2 7FG
gl20422,52.486243,-1.890401,B4 7SL
gl20423,50.834406,-0.124847,BN2 3AL
gl20424,53.551085,9.993682,21037
gl20425,51.338761,6.585342,47807
gl20426,33.8366,-117.9143,92815
gl20427,51.417083,-1.150411,RG7 5NF
gl20428,33.448377,-112.074037,85052
gl20429,51.507351,-0.127758,E7 8EZ
gl20430,50.834406,-0.124847,BN2 3AL
gl20431,50.913425,-1.29459,SO30 0PZ
gl20432,34.052234,-118.243685,90211
gl20433,33.8366,-117.9143,92815
gl20434,61.2181,-149.9003,99534
gl20435,44.101126,-77.576313,K8V 4B2
gl20436,50.844931,-0.158915,BN1 5BD
gl20437,50.844931,-0.158915,BN1 5BD
gl20438,51.436477,-0.914127,RG6 7JR
gl20439,48.544192,12.146853,84028
gl20440,50.11632,-122.957356,V6T 1Y8
gl20441,51.436477,-0.914127,RG6 7JR
gl20442,25.76168,-80.19179,33169
gl20443,49.452102,11.076665,90451
gl20444,34.052234,-118.243685,90034
gl20445,49.895136,-97.138374,R2C 0M5
gl20446,45.501689,-73.567256,H2T 2J6
gl20447,50.834406,-0.124847,BN2 3AL
gl20448,51.507351,-0.127758,NW1 1LJ
gl20449,51.16522,7.067116,42697
gl20450,48.135125,11.58198,80331
gl20451,48.135125,11.58198,80800
gl20452,34.052234,-118.243685,90211
gl20453,33.749,-84.388,30352
gl20454,46.087817,-64.778231,E1A 2A7
gl20455,50.7753,6.0839,44143
gl20456,34.052234,-118.243685,90045
gl20457,25.76168,-80.19179,33176
gl20458,51.472253,-0.957451,RG4 5JP
gl20459,50.913425,-1.29459,SO30 0PZ
gl20460,39.739072,-75.539788,19821
gl20461,51.338761,6.585342,47807
gl20462,51.472253,-0.957451,RG4 5JP
gl20463,48.135125,11.58198,80331
gl20464,48.135125,11.58198,80331
gl20465,52.486243,-1.890401,B29 5DW
gl20466,52.390569,13.064473,14482
gl20467,52.678419,-2.445258,TZ3 4BW
gl20468,48.135125,11.58198,80331
gl20469,51.472253,-0.957451,RG4 5JP
gl20470,49.328625,-123.160198,V6V 8Z3
gl20471,43.653226,-79.383184,M2M 6J7
gl20472,53.551085,9.993682,21037
gl20473,50.834406,-0.124847,BN2 3AL
gl20474,34.052234,-118.243685,90034
gl20475,34.052234,-118.243685,90211
gl20476,52.486243,-1.890401,B2 4LS
gl20477,50.844931,-0.158915,BN1 5BD
gl20478,51.417083,-1.150411,RG7 5NF
gl20479,50.816015,-0.065917,BN2 7FG
gl20480,50.844931,-0.158915,BN1 5BD
gl20481,48.135125,11.58198,80331
gl20482,49.282729,-123.120738,V6E 3D9
gl20483,34.052234,-118.243685,90101
gl20484,51.050409,13.737262,1219
gl20485,52.486243,-1.890401,35215
gl20486,49.282729,-123.120738,V6E 3Z3
gl20487,50.844931,-0.158915,BN1 5BD
gl20488,44.231172,-76.485954,M9K 2P4
gl20489,48.428421,-123.365644,V10 6T5
gl20490,45.963589,-66.643115,E3B 2H2
gl20491,43.653226,-79.383184,P1L 8X8
gl20492,51.472253,-0.957451,RG4 5JP
gl20493,49.282729,-123.120738,V6E 3D9
gl20494,52.486243,-1.890401,B20 3BA
gl20495,43.653226,-79.383184,P1L 8X8
gl20496,50.816015,-0.065917,BN2 7FG
gl20497,49.282729,-123.120738,V6E 3D9
gl20498,49.282729,-123.120738,V6E 3Z3
gl20499,51.16522,7.067116,42697
gl20500,52.486243,-1.890401,B29 5DW
gl20501,51.227741,6.773456,40595
gl20502,52.120533,11.627624,39116
gl20503,50.816015,-0.065917,BN2 7FG
gl20504,32.715738,-117.161084,92120
gl20505,39.739236,-104.990251,80287
gl20506,50.110922,8.682127,65936
gl20507,34.052234,-118.243685,90203
gl20508,37.774929,-122.419416,94133
gl20509,51.227741,6.773456,40595
gl20510,49.328625,-123.160198,V6V 8Z3
gl20511,52.486243,-1.890401,35215
gl20512,48.135125,11.58198,80331
gl20513,34.052234,-118.243685,90203
gl20514,52.486243,-1.890401,B20 3BA
gl20515,52.486243,-1.890401,B29 5DW
gl20516,34.052234,-118.243685,90203
gl20517,51.338761,6.585342,47807
gl20518,50.110922,8.682127,60386
gl20519,39.739072,-75.539788,19821
gl20520,51.338761,6.585342,47807
gl20521,33.8366,-117.9143,92815
gl20522,52.486243,-1.890401,35215
gl20523,40.014986,-105.270546,80332
gl20524,34.052234,-118.243685,90211
gl20525,50.834406,-0.124847,BN2 3AL
gl20526,49.487459,8.466039,68165
gl20527,34.052234,-118.243685,90034
gl20528,56.234182,-117.289384,T9O 2W2
gl20529,39.739072,-75.539788,19821
gl20530,34.052234,-118.243685,90045
gl20531,52.120533,11.627624,39116
gl20532,50.913425,-1.29459,SO30 0PZ
gl20533,50.834406,-0.124847,BN2 3AL
gl20534,33.8366,-117.9143,92815
gl20535,48.135125,11.58198,80331
gl20536,25.76168,-80.19179,33176
gl20537,44.648764,-63.575239,B3J 9S2
gl20538,33.8366,-117.9143,92815
gl20539,51.752021,-1.257726,OX4 4QL
gl20540,25.76168,-80.19179,33170
gl20541,49.282729,-123.120738,V5R 1W3
gl20542,50.844931,-0.158915,BN1 5BD
gl20543,46.087817,-64.778231,E1A 2A7
gl20544,51.752021,-1.257726,OX4 4QL
gl20545,34.052234,-118.243685,90101
gl20546,47.56151,-52.712577,A1C 6H9
gl20547,52.486243,-1.890401,B4 7SL
gl20548,52.375892,9.73201,30627
gl20549,52.120533,11.627624,39116
gl20550,52.486243,-1.890401,35215
gl20551,52.120533,11.627624,39116
gl20552,51.050409,13.737262,1219
gl20553,48.401082,9.987608,89081
gl20554,52.375892,9.73201,30629
gl20555,49.487459,8.466039,68165
gl20556,43.653226,-79.383184,M8Y 4K8
gl20557,43.653226,-79.383184,P1L 8X8
gl20558,51.227741,6.773456,40595
gl20559,51.227741,6.773456,40595
gl20560,50.110922,8.682127,60320
gl20561,52.120533,11.627624,39116
gl20562,51.227741,6.773456,40595
gl20563,32.715738,-117.161084,92129
gl20564,40.014986,-105.270546,80332
gl20565,49.328625,-123.160198,V6V 8Z3
gl20566,48.135125,11.58198,80800
gl20567,34.052234,-118.243685,90045
gl20568,49.282729,-123.120738,V6E 3Z3
gl20569,34.052234,-118.243685,90034
gl20570,51.507351,-0.127758,E7 8EZ
gl20571,40.014986,-105.270546,80332
gl20572,34.052234,-118.243685,90034
gl20573,50.834406,-0.124847,BN2 3AL
gl20574,33.749,-84.388,30367
gl20575,52.390569,13.064473,14482
gl20576,48.796045,9.009571,71299
gl20577,50.844931,-0.158915,BN1 5BD
gl20578,33.448377,-112.074037,85052
gl20579,43.653226,-79.383184,M1R 4K3
gl20580,48.796045,9.009571,71299
gl20581,53.551085,9.993682,21037
gl20582,51.472253,-0.957451,RG4 5JP
gl20583,48.135125,11.58198,80331
gl20584,45.428731,-75.713366,J8Y 3Z5
gl20585,51.507351,-0.127758,NW1 1LJ
gl20586,49.992862,8.247253,55131
gl20587,25.76168,-80.19179,33168
gl20588,49.282729,-123.120738,V5R 1W3
gl20589,51.338761,6.585342,47807
gl20590,40.014986,-105.270546,80332
gl20591,52.120533,11.627624,39116
gl20592,50.816015,-0.065917,BN2 7FG
gl20593,50.110922,8.682127,60386
gl20594,52.486243,-1.890401,B20 3BA
gl20595,51.507351,-0.127758,N1 6DG
gl20596,52.375892,9.73201,30629
gl20597,46.118462,-74.596185,H5Y 2S9
gl20598,37.354108,-121.955236,95067
gl20599,51.472253,-0.957451,RG4 5JP
gl20600,52.678419,-2.445258,TZ3 4BW
gl20601,40.014986,-105.270546,80332
gl20602,48.544192,12.146853,84028
gl20603,49.282729,-123.120738,V6E 3D9
gl20604,51.227741,6.773456,40595
gl20605,53.551085,9.993682,21037
gl20606,25.76168,-80.19179,33166
gl20607,52.486243,-1.890401,B29 5DW
gl20608,48.796045,9.009571,71299
gl20609,45.428731,-75.713366,J8Y 3Z5
gl20610,49.282729,-123.120738,V5R 1W3
gl20611,51.050409,13.737262,1219
gl20612,52.678419,-2.445258,TZ3 4BW
gl20613,52.486243,-1.890401,B2 4LS
gl20614,46.813878,-71.207981,G1B 3L5
gl20615,25.76168,-80.19179,33169
gl20616,49.282729,-123.120738,V6E 3D9
gl20617,43.653226,-79.383184,P1L 8X8
gl20618,43.653226,-79.383184,M2M 6J7
gl20619,51.227741,6.773456,40213
gl20620,49.487459,8.466039,68165
gl20621,51.050409,13.737262,1219
gl20622,53.551085,9.993682,21037
gl20623,28.538335,-81.379236,32812
gl20624,51.338761,6.585342,47807
gl20625,51.227741,6.773456,40595
gl20626,50.937531,6.960279,51149
gl20627,49.895136,-97.138374,R2C 0M5
gl20628,51.481845,7.216236,44867
gl20629,37.869902,-122.270013,94712
gl20630,45.42153,-75.697193,K1F 2R2
gl20631,51.436477,-0.914127,RG6 7JR
gl20632,51.227741,6.773456,40213
gl20633,44.231172,-76.485954,M9K 2P4
gl20634,51.507351,-0.127758,N1 6DG
gl20635,44.648764,-63.575239,B3J 9S2
gl20636,25.76168,-80.19179,33168
gl20637,49.452102,11.076665,90451
gl20638,51.752021,-1.257726,OX4 4QL
gl20639,51.227741,6.773456,40595
gl20640,49.282729,-123.120738,V6E 3D9
gl20641,43.653226,-79.383184,P2T 6G3
gl20642,49.282729,-123.120738,V6E 3D9
gl20643,49.282729,-123.120738,V6E 3D9
gl20644,50.834406,-0.124847,BN2 3AL
gl20645,33.8366,-117.9143,92815
gl20646,46.118462,-74.596185,H5Y 2S9
gl20647,51.227741,6.773456,40595
gl20648,50.110922,8.682127,65936
gl20649,45.501689,-73.567256,H2Y 4R4
gl20650,43.653226,-79.383184,P1W 1K4
gl20651,52.486243,-1.890401,B2 4LS
gl20652,49.282729,-123.120738,V5R 1W3
gl20653,50.7753,6.0839,44143
gl20654,43.653226,-79.383184,M2Z 4K1
gl20655,25.76168,-80.19179,33166
gl20656,45.501689,-73.567256,H2T 2J6
gl20657,52.486243,-1.890401,35215
gl20658,50.7753,6.0839,44143
gl20659,44.231172,-76.485954,M9K 2P4
gl20660,52.486243,-1.890401,B2 4LS
gl20661,52.375892,9.73201,30629
gl20662,33.448377,-112.074037,85052
gl20663,49.282729,-123.120738,V6E 3D9
gl20664,40.014986,-105.270546,80332
gl20665,45.501689,-73.567256,H2T 2J6
gl20666,33.749,-84.388,30367
gl20667,37.774929,-122.419416,94127
gl20668,44.231172,-76.485954,M9K 2P4
gl20669,43.653226,-79.383184,M8Y 4K8
gl20670,34.052234,-118.243685,90101
gl20671,50.7753,6.0839,44143
gl20672,52.120533,11.627624,39116
gl20673,25.76168,-80.19179,33169
gl20674,48.796045,9.009571,71299
gl20675,50.7753,6.0839,44143
gl20676,51.752021,-1.257726,OX4 1LJ
gl20677,37.869902,-122.270013,94712
gl20678,48.135125,11.58198,80331
gl20679,52.486243,-1.890401,B20 3BA
gl20680,50.937531,6.960279,51149
gl20681,49.992862,8.247253,55131
gl20682,52.486243,-1.890401,35215
gl20683,44.648764,-63.575239,B3J 9S2
gl20684,25.76168,-80.19179,33176
gl20685,51.227741,6.773456,40595
gl20686,49.992862,8.247253,55131
gl20687,34.052234,-118.243685,90101
gl20688,51.752021,-1.257726,OX4 4QL
gl20689,51.488204,-2.646076,BS9 2JR
gl20690,50.913425,-1.29459,SO30 0PZ
gl20691,51.472253,-0.957451,RG4 5JP
gl20692,28.538335,-81.379236,32812
gl20693,34.147785,-118.144516,91121
gl20694,52.486243,-1.890401,B2 4LS
gl20695,51.507351,-0.127758,NW1 1LJ
gl20696,45.501689,-73.567256,H2T 2J6
gl20697,52.486243,-1.890401,B4 7SL
gl20698,43.653226,-79.383184,P2T 6G3
gl20699,25.76168,-80.19179,33170
gl20700,25.76168,-80.19179,33170
gl20701,37.774929,-122.419416,94129
gl20702,40.014986,-105.270546,80332
gl20703,50.7753,6.0839,44143
gl20704,46.118462,-74.596185,H5Y 2S9
gl20705,34.052234,-118.243685,90211
gl20706,50.110922,8.682127,60386
gl20707,47.56151,-52.712577,A1C 6H9
gl20708,51.472253,-0.957451,RG4 5JP
gl20709,34.052234,-118.243685,90211
gl20710,49.282729,-123.120738,V6E 3D9
gl20711,39.739072,-75.539788,19821
gl20712,50.816015,-0.065917,BN2 7FG
gl20713,39.739236,-104.990251,80287
gl20714,45.42153,-75.697193,K1F 2R2
gl20715,45.501689,-73.567256,H2T 2J6
gl20716,43.653226,-79.383184,M1R 4K3
gl20717,48.135125,11.58198,80331
gl20718,28.538335,-81.379236,32812
gl20719,50.844931,-0.158915,BN1 5BD
gl20720,52.486243,-1.890401,B2 4LS
gl20721,48.428421,-123.365644,V10 6T5
gl20722,52.120533,11.627624,39116
gl20723,43.653226,-79.383184,P1W 1K4
gl20724,52.062193,-0.811732,MK17 0PR
gl20725,33.749,-84.388,30367
gl20726,33.8366,-117.9143,92815
gl20727,50.844931,-0.158915,BN1 5BD
gl20728,45.501689,-73.567256,H2T 2J6
gl20729,52.486243,-1.890401,B20 3BA
gl20730,32.715738,-117.161084,92129
gl20731,52.486243,-1.890401,B2 4LS
gl20732,52.486243,-1.890401,35215
gl20733,33.448377,-112.074037,85052
gl20734,49.487459,8.466039,68165
gl20735,51.048615,-114.070846,T3E 2V9
gl20736,25.76168,-80.19179,33168
gl20737,52.678419,-2.445258,TZ3 4BW
gl20738,32.715738,-117.161084,92112
gl20739,37.774929,-122.419416,94129
gl20740,25.76168,-80.19179,33176
gl20741,52.486243,-1.890401,35215
gl20742,33.8366,-117.9143,92815
gl20743,49.487459,8.466039,68165
gl20744,49.282729,-123.120738,V5R 1W3
gl20745,46.813878,-71.207981,G1B 3L5
gl20746,37.354108,-121.955236,95067
gl20747,50.913425,-1.29459,SO30 0PZ
gl20748,40.014986,-105.270546,80332
gl20749,48.135125,11.58198,80331
gl20750,51.507351,-0.127758,NW1 1LJ
gl20751,50.110922,8.682127,60386
gl20752,52.375892,9.73201,30629
gl20753,52.375892,9.73201,30627
gl20754,50.110922,8.682127,65936
gl20755,52.120533,11.627624,39116
gl20756,32.715738,-117.161084,92132
gl20757,49.487459,8.466039,68165
gl20758,50.7753,6.0839,44143
gl20759,49.282729,-123.120738,V6E 3D9
gl20760,49.282729,-123.120738,V5R 1W3
gl20761,51.507351,-0.127758,NW1 1LJ
gl20762,50.11632,-122.957356,V6T 1Y8
gl20763,45.501689,-73.567256,H2T 2J6
gl20764,49.282729,-123.120738,V5R 1W3
gl20765,28.538335,-81.379236,32812
gl20766,48.135125,11.58198,80800
gl20767,49.328625,-123.160198,V6V 8Z3
gl20768,32.715738,-117.161084,92129
gl20769,51.227741,6.773456,40595
gl20770,49.452102,11.076665,90451
gl20771,43.653226,-79.383184,P1W 1K4
gl20772,52.375892,9.73201,30629
gl20773,50.110922,8.682127,60320
gl20774,25.76168,-80.19179,33169
gl20775,48.401082,9.987608,89081
gl20776,32.715738,-117.161084,92120
gl20777,51.227741,6.773456,40595
gl20778,34.052234,-118.243685,90211
gl20779,51.507351,-0.127758,E13 8DB
gl20780,52.375892,9.73201,30629
gl20781,51.417083,-1.150411,RG7 5NF
gl20782,34.052234,-118.243685,90101
gl20783,50.110922,8.682127,60386
gl20784,48.135125,11.58198,80331
gl20785,45.501689,-73.567256,H2Y 2W2
gl20786,51.488204,-2.646076,BS9 2JR
gl20787,45.428731,-75.713366,J8Y 3Z5
gl20788,44.101126,-77.576313,K8V 4B2
gl20789,51.507351,-0.127758,E13 8DB
gl20790,51.227741,6.773456,40595
gl20791,52.486243,-1.890401,B2 4LS
gl20792,33.8366,-117.9143,92815
gl20793,51.227741,6.773456,40595
gl20794,33.8366,-117.9143,92815
gl20795,50.110922,8.682127,60386
gl20796,49.452102,11.076665,90451
gl20797,32.715738,-117.161084,92120
gl20798,45.501689,-73.567256,H2Y 2W2
gl20799,49.282729,-123.120738,V5R 1W3
gl20800,43.653226,-79.383184,M2M 6J7
gl20801,53.551085,9.993682,21037
gl20802,44.648764,-63.575239,B3J 9S2
gl20803,43.653226,-79.383184,P2T 6G3
gl20804,48.796045,9.009571,71299
gl20805,52.375892,9.73201,30627
gl20806,45.501689,-73.567256,H2Y 4R4
gl20807,52.120533,11.627624,39116
gl20808,51.752021,-1.257726,OX4 4YW
gl20809,51.507351,-0.127758,NW1 1LJ
gl20810,45.42153,-75.697193,K1F 2R2
gl20811,47.56151,-52.712577,A1C 6H9
gl20812,25.76168,-80.19179,33169
gl20813,49.282729,-123.120738,V6E 3Z3
gl20814,43.653226,-79.383184,M2Z 4K1
gl20815,49.487459,8.466039,68165
gl20816,48.135125,11.58198,80331
gl20817,51.752021,-1.257726,OX4 1LJ
gl20818,44.648764,-63.575239,B3J 9S2
gl20819,37.869902,-122.270013,94712
gl20820,53.551085,9.993682,21037
gl20821,34.147785,-118.144516,91121
gl20822,51.1784,-115.5708,T4V 1D4
gl20823,33.749,-84.388,30352
gl20824,52.486243,-1.890401,B2 4LS
gl20825,50.110922,8.682127,60386
gl20826,43.653226,-79.383184,P5S 6R4
gl20827,50.110922,8.682127,65936
gl20828,49.992862,8.247253,55131
gl20829,50.7753,6.0839,44143
gl20830,61.2181,-149.9003,99534
gl20831,49.328625,-123.160198,V6V 8Z3
gl20832,44.231172,-76.485954,M9K 2P4
gl20833,48.135125,11.58198,80331
gl20834,44.648764,-63.575239,B3J 9S2
gl20835,39.739072,-75.539788,19821
gl20836,49.282729,-123.120738,V5R 1W3
gl20837,33.749,-84.388,30352
gl20838,25.76168,-80.19179,33176
gl20839,50.913425,-1.29459,SO30 0PZ
gl20840,52.486243,-1.890401,B4 7SL
gl20841,52.375892,9.73201,30629
gl20842,50.816015,-0.065917,BN2 7FG
gl20843,34.052234,-118.243685,90101
gl20844,48.135125,11.58198,80331
gl20845,39.739236,-104.990251,80287
gl20846,50.816015,-0.065917,BN2 7FG
gl20847,43.653226,-79.383184,M2M 6J7
gl20848,45.501689,-73.567256,H2T 2J6
gl20849,51.507351,-0.127758,NW1 1LJ
gl20850,52.120533,11.627624,39116
gl20851,49.282729,-123.120738,V6E 3Z3
gl20852,51.227741,6.773456,40595
gl20853,52.486243,-1.890401,B2 4LS
gl20854,52.120533,11.627624,39116
gl20855,44.101126,-77.576313,K8V 4B2
gl20856,51.227741,6.773456,40595
gl20857,49.452102,11.076665,90451
gl20858,39.739072,-75.539788,19821
gl20859,43.653226,-79.383184,P2T 6G3
gl20860,49.282729,-123.120738,V6E 3Z3
gl20861,51.472253,-0.957451,RG4 5JP
gl20862,34.052234,-118.243685,90203
gl20863,50.844931,-0.158915,BN1 5BD
gl20864,49.282729,-123.120738,V5R 1W3
gl20865,48.428421,-123.365644,V10 6T5
gl20866,51.050409,13.737262,1219
gl20867,44.231172,-76.485954,M9K 2P4
gl20868,34.052234,-118.243685,90034
gl20869,52.486243,-1.890401,B2 4LS
gl20870,44.101126,-77.576313,K8V 4B2
gl20871,43.653226,-79.383184,P1L 8X8
gl20872,50.110922,8.682127,65936
gl20873,25.76168,-80.19179,33168
gl20874,43.653226,-79.383184,M2Z 4K1
gl20875,50.816015,-0.065917,BN2 7FG
gl20876,51.472253,-0.957451,RG4 5JP
gl20877,49.282729,-123.120738,V6E 3D9
gl20878,33.8366,-117.9143,92815
gl20879,34.147785,-118.144516,91121
gl20880,46.118462,-74.596185,H5Y 2S9
gl20881,40.014986,-105.270546,80332
gl20882,53.551085,9.993682,21037
gl20883,25.76168,-80.19179,33176
gl20884,48.135125,11.58198,80331
gl20885,49.282729,-123.120738,V6E 3Z3
gl20886,53.551085,9.993682,21037
gl20887,52.486243,-1.890401,35215
gl20888,32.715738,-117.161084,92129
gl20889,48.135125,11.58198,80331
gl20890,51.507351,-0.127758,E7 8EZ
gl20891,51.417083,-1.150411,RG7 5NF
gl20892,51.050409,13.737262,1219
gl20893,45.501689,-73.567256,H2T 2J6
gl20894,52.486243,-1.890401,B4 7SL
gl20895,50.834406,-0.124847,BN2 3AL
gl20896,45.501689,-73.567256,H2T 9K8
gl20897,48.544192,12.146853,84028
gl20898,34.052234,-118.243685,90101
gl20899,49.452102,11.076665,90451
gl20900,52.375892,9.73201,30629
gl20901,53.551085,9.993682,21037
gl20902,50.110922,8.682127,65936
gl20903,51.050409,13.737262,1219
gl20904,50.110922,8.682127,60386
gl20905,50.844931,-0.158915,BN1 5BD
gl20906,51.507351,-0.127758,N11 1BD
gl20907,51.417083,-1.150411,RG7 5NF
gl20908,51.488204,-2.646076,BS9 2JR
gl20909,40.014986,-105.270546,80332
gl20910,50.110922,8.682127,65936
gl20911,52.062193,-0.811732,MK17 0PR
gl20912,37.869902,-122.270013,94712
gl20913,61.2181,-149.9003,99534
gl20914,50.110922,8.682127,60320
gl20915,28.538335,-81.379236,32812
gl20916,37.774929,-122.419416,94133
gl20917,49.992862,8.247253,55131
gl20918,43.653226,-79.383184,P1L 8X8
gl20919,49.452102,11.076665,90451
gl20920,39.739236,-104.990251,80287
gl20921,48.401082,9.987608,89081
gl20922,51.472253,-0.957451,RG4 5JP
gl20923,50.11632,-122.957356,V6T 1Y8
gl20924,50.834406,-0.124847,BN2 3AL
gl20925,52.486243,-1.890401,35215
gl20926,50.816015,-0.065917,BN2 7FG
gl20927,44.648764,-63.575239,B3J 9S2
gl20928,28.538335,-81.379236,32812
gl20929,49.328625,-123.160198,V6V 8Z3
gl20930,45.963589,-66.643115,E3B 2H2
gl20931,50.844931,-0.158915,BN1 5BD
gl20932,43.653226,-79.383184,P5S 6R4
gl20933,49.992862,8.247253,55131
gl20934,49.895136,-97.138374,R3R 3T4
gl20935,50.816015,-0.065917,BN2 7FG
gl20936,33.448377,-112.074037,85052
gl20937,49.895136,-97.138374,R3R 3T4
gl20938,44.231172,-76.485954,M9K 2P4
gl20939,52.486243,-1.890401,B20 3BA
gl20940,28.538335,-81.379236,32812
gl20941,49.282729,-123.120738,V6E 3D9
gl20942,43.653226,-79.383184,M8Y 4K8
gl20943,50.816015,-0.065917,BN2 7FG
gl20944,32.715738,-117.161084,92120
gl20945,48.401082,9.987608,89081
gl20946,43.653226,-79.383184,P2T 6G3
gl20947,51.227741,6.773456,40595
gl20948,25.76168,-80.19179,33176
gl20949,25.76168,-80.19179,33170
gl20950,43.653226,-79.383184,M2M 6J7
gl20951,51.507351,-0.127758,NW1 1LJ
gl20952,51.507351,-0.127758,N1 6DG
gl20953,34.052234,-118.243685,90045
gl20954,46.813878,-71.207981,G1B 3L5
gl20955,52.486243,-1.890401,B2 4LS
gl20956,51.048615,-114.070846,T3E 2V9
gl20957,51.752021,-1.257726,OX4 4QL
gl20958,50.816015,-0.065917,BN2 7FG
gl20959,52.486243,-1.890401,B20 3BA
gl20960,49.487459,8.466039,68165
gl20961,48.796045,9.009571,71299
gl20962,49.282729,-123.120738,V5R 1W3
gl20963,50.110922,8.682127,60320
gl20964,50.7753,6.0839,44143
gl20965,33.8366,-117.9143,92815
gl20966,50.110922,8.682127,60320
gl20967,48.544192,12.146853,84028
gl20968,50.110922,8.682127,65936
gl20969,33.749,-84.388,30352
gl20970,52.486243,-1.890401,35215
gl20971,51.050409,13.737262,1219
gl20972,51.507351,-0.127758,SW9 6SQ
gl20973,37.869902,-122.270013,94712
gl20974,61.2181,-149.9003,99534
gl20975,50.844931,-0.158915,BN1 5BD
gl20976,46.118462,-74.596185,H5Y 2S9
gl20977,45.428731,-75.713366,J8Y 3Z5
gl20978,40.014986,-105.270546,80332
gl20979,43.653226,-79.383184,M1R 4K3
gl20980,43.653226,-79.383184,P2T 6G3
gl20981,45.501689,-73.567256,H2T 2J6
gl20982,52.120533,11.627624,39116
gl20983,50.844931,-0.158915,BN1 5BD
gl20984,51.16522,7.067116,42697
gl20985,43.653226,-79.383184,P5S 6R4
gl20986,49.282729,-123.120738,V5R 1W3
gl20987,37.354108,-121.955236,95067
gl20988,38.833882,-104.821363,80925
gl20989,32.715738,-117.161084,92120
gl20990,51.227741,6.773456,40595
gl20991,48.135125,11.58198,80331
gl20992,52.486243,-1.890401,35215
gl20993,52.062193,-0.811732,MK17 0PR
